# Binning scheme file
# X_pix  Y_pix  binid
 12.0000  -1.0000     612
 12.0000   0.0000     611
 12.0000   1.0000     613
 12.0000   2.0000     619
 12.0000   3.0000     625
 12.0000   4.0000     641
 12.0000   5.0000     654
 12.0000   6.0000     665
 12.0000   7.0000     675
 12.0000   8.0000     684
 12.0000   9.0000     690
 13.0000  -9.0000     685
 13.0000  -8.0000     685
 13.0000  -7.0000     677
 13.0000  -6.0000     671
 13.0000  -5.0000     663
 13.0000  -4.0000     658
 13.0000  -3.0000     652
 13.0000  -2.0000     648
 13.0000  -1.0000     646
 13.0000   0.0000     647
 13.0000   1.0000     651
 13.0000   2.0000     656
 13.0000   3.0000     662
 13.0000   4.0000     667
 13.0000   5.0000     676
 13.0000   6.0000     681
 13.0000   7.0000     687
 13.0000   8.0000     691
 14.0000  -5.0000     683
 14.0000   0.0000     673
 14.0000   5.0000     689
 14.0000   7.0000     694
 15.0000  -5.0000     692
 15.0000   0.0000     688
 15.0000   5.0000     689
