# v        v_err    sigma    sigma_err
 -33.483    6.235  148.533    6.996
 -41.788    5.243  117.140    5.852
 -66.868    6.905  122.924    7.518
 -21.160    4.380   98.020    5.080
   9.276    4.028  102.000    4.778
 -57.078    5.810   98.647    6.486
  13.709    3.897  122.714    4.532
   1.963    4.855  126.028    5.466
 109.449    2.815  100.655    3.097
 115.686    2.351   91.937    2.627
 106.867    3.067  104.426    3.274
 121.079    2.198   85.469    2.408
 -59.466    5.096   85.269    5.950
  35.228    3.386  100.989    3.994
  97.120    3.080   96.949    3.415
 119.813    2.056   89.769    2.324
  -6.403    4.557  122.872    5.145
  33.059    6.808  100.184    8.006
  91.056    2.506  116.555    2.835
  90.925    3.645  104.241    3.876
 120.547    1.871   89.050    2.189
  57.058    5.023  104.232    5.341
 111.232    2.156  109.816    2.370
  28.698    2.350  126.448    2.613
  88.177    2.939   96.841    3.433
  59.096    5.301  108.255    6.002
  95.202    2.730  119.578    2.909
  41.519    3.655  127.381    4.156
  81.046    4.155  104.150    4.577
 120.677    1.882   89.600    2.198
  14.512    0.796   73.303    0.981
  57.340    5.074  102.125    5.833
  82.085    4.323  103.705    4.571
  30.099    2.492  123.827    2.647
  40.383    4.991   85.703    6.043
 120.273    1.845   93.049    2.105
  25.789    1.015   93.278    1.199
  82.309    4.548   86.806    5.514
 114.608    2.352  114.827    2.619
  52.572    5.337   89.514    6.513
 -19.987    4.558   97.702    5.225
  55.993    3.447  118.368    3.860
 -40.072    5.959  131.860    6.627
 -26.000    5.325  106.874    5.990
 121.343    1.931  102.287    2.078
  67.886    4.840  102.699    5.343
  94.752    2.781  117.350    3.177
  89.146    2.954  107.649    3.343
  45.333    3.685   87.929    4.568
 -60.990    5.263  102.336    6.124
 -94.950    0.965   84.164    1.122
 -53.057    5.792   95.544    6.664
 -68.967    1.414  115.411    1.587
 -94.273    0.853   79.254    1.015
 -28.700    4.738   94.602    5.380
 -75.102    2.094  122.038    2.323
 119.173    0.878   83.104    0.991
  46.859    5.744  121.028    6.342
 -73.434    4.560   87.875    5.158
 -50.679    5.223   80.507    6.137
 -43.817    6.288  139.863    7.013
  11.537    4.266  132.422    4.860
   6.914    4.499  111.280    5.043
 -46.465    5.893  103.357    6.587
  76.301    3.044   98.374    3.548
  31.259    3.925  116.110    4.551
  -4.159    4.863  129.335    5.353
 111.666    2.356  105.984    2.646
 116.433    2.807   94.499    3.154
  56.536    5.676  118.311    5.940
 111.397    3.134   92.043    3.582
 123.896    2.666  103.141    2.820
 122.913    2.087  101.598    2.238
 -19.050    4.385   88.259    5.185
 105.184    3.486   94.688    4.170
 125.198    2.340   88.655    2.594
  38.844    3.510  112.731    4.051
  97.827    3.528   95.671    4.042
 128.858    2.164   91.996    2.428
  -0.987    4.142   91.884    4.876
 -43.475    6.272  104.027    7.117
  38.598    1.807  125.663    2.052
  96.300    2.629  110.491    2.986
  93.474    4.437  106.976    4.975
 130.773    1.982   91.165    2.170
  51.588    3.707  124.816    4.199
 -64.864    6.625  109.759    7.371
  47.450    6.422  135.871    7.200
 126.160    2.257  114.163    2.361
  88.177    2.897  103.013    3.302
  42.491    4.730   93.353    5.288
 113.539    2.529  106.055    2.862
 -14.961    4.907   94.500    5.618
  80.921    4.198   93.860    4.762
 128.106    1.916   89.980    2.230
  42.273    5.385   90.096    6.530
  83.591    4.638   97.543    5.416
  51.237    6.077   96.818    7.293
 129.278    2.054  100.741    2.331
  70.019    4.975  102.498    5.418
 128.027    2.323  104.385    2.648
  69.662    3.569   91.194    4.179
  50.999    5.124   90.488    5.970
 -34.532    6.348  134.166    6.639
 -29.442    5.988  141.377    6.544
 -40.653    6.608  130.023    7.283
 -54.601    7.349  152.701    7.902
 -63.419    1.518  121.539    1.710
 -18.919    4.913  105.256    5.562
 -62.588    3.525  105.486    3.985
 -54.934    6.078  116.091    6.909
  22.193    4.657  130.124    5.171
   0.921    5.299  131.207    5.960
  33.031    4.130  104.386    4.854
 -65.648    3.438   90.951    3.942
 -51.477    5.928  103.813    6.921
 -38.067    7.127  147.191    7.640
  37.313    1.454  116.736    1.660
  67.734    4.672   99.062    5.211
  48.936    5.075   84.242    6.214
 129.354    2.082   96.378    2.379
  97.169    2.849   95.897    3.315
 101.630    2.590  107.507    2.908
  -4.595    4.848  107.550    5.590
  37.466    4.123  110.527    4.895
 -14.055    6.455  131.210    7.446
 -37.006    5.492  108.901    6.124
 121.681    3.209   87.450    3.822
 117.931    2.845   89.965    3.161
  60.941    5.794  107.251    6.691
  80.558    3.304  122.075    3.450
 112.039    3.682   93.973    4.242
 129.301    2.763   93.023    3.092
 -62.376    2.279  119.567    2.531
 -18.542    4.311   92.171    4.999
  48.069    3.723  112.670    4.335
 100.807    3.447   92.210    3.957
 125.187    2.322  101.941    2.663
 132.761    2.344   88.287    2.552
 136.210    2.249   97.411    2.598
  95.166    3.654   91.220    3.852
 -10.935    4.811   87.491    5.574
 133.829    2.286   89.793    2.470
 -39.382    6.557  126.718    7.460
  76.004    3.529   98.700    4.143
 -32.087    5.268   93.961    6.121
 -54.437    5.085  134.197    5.650
  90.285    4.187   94.248    4.802
 109.136    2.635  105.724    2.872
 -48.643    5.664  103.873    6.680
 -79.058    1.057   86.097    1.248
 135.908    2.069   87.972    2.393
  92.120    2.971  118.033    3.356
  59.742    5.120   92.298    5.900
  52.650    6.210   96.619    7.490
 134.581    2.194   94.340    2.514
 121.696    2.551   96.665    2.910
  72.488    4.717  108.756    5.287
 134.975    1.951   82.944    2.240
   3.590    4.897  124.231    5.417
  24.311    4.581  105.646    5.393
 -17.077    4.686   92.739    5.530
  72.283    3.615  106.618    4.218
  -2.016    4.898  113.801    5.517
  31.829    4.461  110.359    5.197
 -60.201    1.096   96.851    1.269
 -60.124    6.187  124.338    7.018
 -10.828    5.149  127.112    5.654
  49.212    4.111  125.191    4.284
  81.995    5.800  117.387    6.166
 141.507    2.022   87.406    2.326
  62.764    4.898   95.832    5.399
 135.837    2.349   97.629    2.671
 -45.838    5.403  101.756    6.306
 105.027    2.788  102.697    3.134
 -32.975    5.596  122.792    6.387
  50.431    3.110   86.164    3.857
 110.836    2.845  117.275    3.165
 -17.394    4.975   93.679    5.966
  -3.856    5.064  109.223    5.826
  56.224    3.897  112.482    4.559
  83.981    3.199  111.398    3.432
 -67.899    1.260  110.702    1.415
  76.220    4.861   96.216    5.544
 139.489    2.200   94.679    2.477
  59.210    4.920   78.334    6.099
 -39.812    5.849  129.610    6.621
 -63.611    1.013   74.340    1.221
 -13.351    4.703   89.590    5.613
 -45.441    6.197  137.794    6.894
 -51.185    1.215  111.151    1.374
 -46.373    6.379  142.152    7.067
 -72.752    0.869   79.270    1.021
 -34.081    5.260  110.944    6.037
  57.933    5.010   96.260    5.978
 -52.665    2.026  119.075    2.289
 -12.310    5.368  104.655    6.237
  55.503    4.260   99.050    4.948
 -29.494    6.260  130.463    6.958
  14.346    5.437  134.463    6.123
 -50.460    5.016  100.078    5.840
  12.336    4.499  112.593    5.146
   0.099    5.251  104.589    5.938
  71.633    3.368  102.129    3.966
 -47.409    2.113  120.728    2.365
  29.498    3.898   88.428    4.732
 124.580    3.378   88.590    3.919
   7.276    5.440  115.928    6.291
 108.603    3.481   87.306    4.096
 126.919    3.147   88.202    3.506
 126.377    2.300   90.644    2.594
  99.473    3.999   99.060    4.471
 140.171    2.790   88.377    3.151
 -27.498    5.383  102.829    6.189
  61.743    5.222   90.161    6.419
 104.565    4.256  106.603    4.567
  35.384    5.208  130.026    5.822
 144.291    2.552   89.088    2.965
 142.350    2.165   91.967    2.437
 101.454    3.151  105.355    3.494
 -10.651    4.948  111.594    5.684
 110.358    3.040  108.581    3.455
  95.436    4.015   83.597    4.740
 140.849    2.446   80.448    2.887
  83.662    3.686  127.672    3.954
  49.139    4.131  107.365    4.904
  89.055    4.741   93.421    5.601
 145.502    2.084   85.818    2.351
  51.673    2.469  103.776    2.757
  63.058    5.292  104.611    5.486
 122.426    2.648   99.871    2.943
 140.034    2.385   98.151    2.678
 -38.635    4.220  113.831    4.661
  86.940    5.639  112.851    6.057
 -13.997    5.325   94.785    6.283
 146.892    2.145   79.398    2.436
  57.699    5.903  101.935    7.055
  82.441    5.401  104.837    6.237
  39.775    0.846   74.144    1.051
 144.652    2.300   90.431    2.600
  75.064    3.710   96.421    4.401
  76.910    5.029   93.724    6.092
 143.510    2.572  101.921    2.867
 106.038    2.694  107.844    3.032
 -22.423    6.383  129.459    7.248
 -43.948    3.144  111.773    3.553
  91.830    3.268  102.258    3.636
   8.350    4.900  113.966    5.543
 119.535    2.853   94.492    3.237
   9.460    5.137  119.305    5.864
  12.749    4.990  124.301    5.734
 -18.403    5.702  121.839    6.475
  15.668    5.661  111.786    6.557
  32.768    4.288   92.912    5.150
  76.989    3.708  123.668    4.164
 146.921    2.146   89.357    2.302
  61.334    3.209   92.657    3.903
   1.462    5.138  106.369    6.014
 -35.011    4.628  124.503    5.130
  33.592    4.190  111.424    4.828
 -12.282    6.238  113.298    7.218
 -16.596    5.604  102.221    6.473
 135.994    2.602  106.539    2.850
  -5.041    4.990   97.864    5.851
 -52.967    1.328  115.010    1.536
 128.589    3.679   90.806    4.279
 121.377    4.069   96.193    4.742
 132.592    3.581  101.774    3.874
  74.744    4.893   84.021    6.036
 -32.938    6.747  128.913    7.328
  64.053    4.435  104.301    5.224
 102.709    3.208   92.797    3.602
 115.637    4.358   94.454    5.113
 136.988    3.010   84.673    3.533
  93.042    3.437   95.021    3.946
 149.264    2.177   90.667    2.347
 118.454    2.864  110.801    3.245
 108.968    4.258   96.758    4.866
 145.311    2.653   88.333    3.088
  23.537    5.693  116.890    6.621
   3.891    5.755  131.051    6.408
  98.547    4.775   98.527    5.653
  29.356    4.771  114.303    5.123
 151.192    2.401   72.665    2.859
 -34.708    4.577  129.907    4.990
  47.560    1.599  123.610    1.809
   2.670    5.269  104.186    6.198
  24.343    5.152  121.141    5.642
  71.106    3.668   93.931    4.361
 125.460    2.878  105.743    3.124
  78.963    4.733   78.706    5.810
 108.167    5.361  109.917    5.875
 148.453    2.191   78.158    2.433
 145.977    2.409   96.339    2.685
  -6.129    6.094  112.598    7.110
  37.625    5.234  142.534    5.693
 -39.181    2.283  129.430    2.575
  98.269    3.467   95.625    3.997
  92.700    5.290  113.514    5.719
 154.217    2.219   71.698    2.608
 115.706    2.987  111.602    3.457
  74.024    5.306  103.886    5.505
  46.146    0.790   77.936    0.966
 -16.147    6.976  129.612    7.822
  87.955    4.057  111.225    4.712
 143.847    2.432   88.142    2.787
 -12.949    6.386  137.867    7.064
  51.231    5.111  130.697    5.707
 128.931    2.717   90.592    2.986
  93.635    4.803   83.696    5.740
 153.587    2.336   79.207    2.806
  92.704    4.979   92.900    5.963
 156.444    2.097   78.001    2.529
 -19.847    4.090  100.276    4.725
  66.582    4.145  107.212    4.829
  50.350    2.200  130.913    2.453
  83.129    4.801   96.883    5.628
 129.879    4.134   98.517    4.695
 122.162    4.255   96.832    4.883
 140.509    2.523   87.898    2.870
 136.774    3.864  110.782    4.108
 115.445    4.436   95.368    5.096
  49.468    1.155  102.378    1.350
 -45.021    1.291  114.284    1.462
 108.896    3.208  106.419    3.499
  15.536    5.246  119.650    6.031
  28.751    5.179  121.735    6.000
 144.087    3.180   81.936    3.764
 113.526    4.469   99.377    4.949
 -35.595    6.516  121.147    7.135
  87.973    3.681   96.369    4.282
   0.555    5.569  128.905    6.139
  29.665    5.236  107.394    6.162
 120.516    3.075  118.054    3.511
 150.651    2.165   81.512    2.464
 146.910    2.924   81.956    3.462
  99.924    5.050  104.025    5.653
   1.949    6.303  113.852    7.258
  26.817    5.481  134.944    5.679
  73.711    5.059  108.157    5.440
  81.204    4.602  117.897    5.273
 154.845    2.709   69.962    3.257
 105.513    5.391   95.340    6.356
 126.560    2.861   98.702    3.223
  -4.912    5.983  110.254    7.012
  42.364    4.881   93.485    5.890
 153.526    2.367   78.933    2.804
 149.883    2.639   74.278    3.036
  92.138    5.498   99.005    6.355
 104.357    3.303   94.883    3.790
 -11.459    4.295   93.851    5.025
 112.724    3.350  100.496    3.817
  58.809    4.086  101.575    4.840
 -31.875    5.226  128.562    5.724
 154.865    2.524   81.925    2.889
  75.811    0.901   83.540    1.064
  89.107    3.666   97.693    4.210
  64.065    4.166   89.351    5.061
  94.979    5.064   91.183    5.935
 148.899    2.456   93.276    2.689
 129.814    3.349   98.224    3.675
 150.897    2.366   77.789    2.817
  19.419    5.498  137.606    6.321
  15.699    5.875  113.403    6.798
  25.336    5.350  104.095    6.329
  67.452    4.650   98.671    5.381
  -6.788    7.542  153.889    8.255
  27.736    5.092  120.165    5.428
 -30.999    2.567  119.475    2.846
  -2.934    5.582  112.154    6.462
  76.884    4.906   89.674    5.796
 153.854    2.428   82.311    2.849
  36.160    5.381   93.636    6.378
 109.532    3.391   90.049    3.914
  92.271    3.673  112.320    4.039
 140.573    2.597   93.514    2.780
 -16.532    6.867  141.554    7.691
 124.256    3.204  111.753    3.523
  88.034    4.304   96.585    5.010
  55.851    4.615   99.272    5.453
 -30.851    7.238  124.387    8.271
  78.814    4.928   96.153    5.788
 125.752    4.756  107.594    5.185
 120.500    4.338   93.433    4.897
 135.326    4.129   99.654    4.758
 120.197    4.709   86.454    5.352
 155.847    2.296   81.764    2.585
 140.724    3.441   88.490    3.979
 115.699    5.352  101.738    6.157
  25.498    5.434  103.830    6.465
  -9.951    5.575  101.030    6.393
   4.587    6.448  114.913    7.381
   5.984    5.582  138.815    6.237
  65.313    4.368   92.661    5.272
 147.974    2.927   72.769    3.483
   5.620    5.792  116.689    6.343
 136.285    3.033   99.258    3.503
  85.485    5.176  101.998    5.597
 104.907    4.768   85.789    5.628
  16.975    6.114  139.980    6.394
 101.099    3.422   83.675    3.889
 156.474    2.804   68.015    3.388
 -38.440    1.756  127.766    1.978
  82.917    3.697   86.584    4.352
 -45.861    0.974   84.754    1.110
 156.484    2.357   70.438    2.758
  -4.436    4.944  126.274    5.594
 113.521    3.703  114.799    4.070
 105.148    4.981   88.316    5.946
  39.315    5.797  114.446    6.722
 156.531    2.616   75.724    3.029
 -21.801    8.351  156.044    9.020
  82.493    4.906  104.575    5.652
  92.754    4.743   82.779    5.663
  -8.290    6.285  117.773    7.071
  48.475    5.263  114.537    6.069
  74.834    2.026  101.721    2.218
 166.910    2.799   74.642    3.383
 140.153    3.154   84.272    3.642
 148.538    2.458   79.127    2.850
  92.459    5.036   87.548    5.990
 157.740    2.791   75.201    3.387
  96.868    3.801  100.440    4.353
 -18.026    6.444  110.704    7.553
  61.570    4.804  104.112    5.687
 113.885    3.422   92.087    3.908
 -24.271    4.833  112.694    5.492
  95.676    4.098   94.996    4.658
  51.689    1.436  104.652    1.608
  10.375    6.724  136.322    7.752
  17.011    5.160  102.051    6.150
  91.601    5.549  102.458    6.278
 146.327    2.890   90.829    3.127
 159.783    2.713   82.260    3.210
   3.214    5.925   96.417    6.668
  29.931    5.281  116.496    6.025
 122.347    3.088   96.495    3.464
   4.344    6.279  102.606    7.274
  40.261    5.507  100.589    6.638
 -12.350    6.445  122.631    7.370
  68.123    5.161  121.898    5.729
  96.721    5.238   92.474    6.281
 -45.335    1.148   98.022    1.320
 127.989    4.377   95.110    4.991
 154.407    2.784   78.014    3.215
 125.546    4.494   97.870    5.228
 131.125    4.261  100.996    4.782
  49.922    5.324  107.231    6.192
 122.098    4.561   79.465    5.220
 152.801    3.589   83.595    4.163
 105.800    3.828  101.310    4.227
  92.272    3.892   88.198    4.497
 142.853    3.189   97.079    3.585
 117.311    4.419   78.106    5.305
 150.582    3.389   78.030    3.945
 -32.077    1.860  125.793    2.080
  -8.096    5.647  109.303    6.006
 115.315    3.676   99.807    4.192
  99.152    7.510  143.587    7.956
  79.767    4.147   94.333    4.857
  54.771    5.031  105.995    5.862
 112.045    5.384   92.292    6.334
 152.649    3.432   81.216    3.822
 162.264    2.890   79.258    3.387
 101.849    4.699   80.556    5.671
 149.206    3.042   78.118    3.503
 138.391    3.479  101.900    3.968
  99.977    4.688   81.127    5.658
 153.629    3.161   80.503    3.806
  -2.883    6.188  109.410    7.270
  16.247    6.210  111.111    7.405
  62.698    6.573  150.595    7.068
   6.675    5.932  127.167    6.562
  33.673    5.890  103.882    6.976
 147.180    3.103   88.087    3.516
  97.895    4.000   98.705    4.600
  18.585    6.930   95.520    8.140
  31.499    4.996   97.854    6.060
 -41.222    1.215  105.667    1.395
  92.847    4.165   94.194    4.893
 106.125    3.458   93.216    3.894
  97.775    4.677   83.146    5.474
 153.179    3.293   89.322    3.896
  10.435    6.307  122.852    7.072
  41.104    6.133  103.294    7.180
 143.137    3.195   91.117    3.619
 127.474    3.363   98.770    3.862
 -15.327    2.654  114.696    3.003
  74.809    4.667   90.080    5.339
 102.221    4.585   82.683    5.336
 158.186    3.084   82.730    3.493
  -2.868    6.737  126.154    7.575
  53.830    5.434  124.643    6.229
  -1.022    6.046  114.360    6.907
 -31.503    1.551  120.737    1.750
  84.296    6.471  113.255    7.501
  79.899    4.235  107.580    4.570
 124.119    4.531   87.930    4.998
 138.115    4.272   77.562    4.890
 124.403    4.407   74.534    5.155
 144.237    4.383   93.543    5.084
 112.358    4.390   78.993    5.105
 151.147    3.049   82.499    3.497
 153.452    3.822   82.444    4.483
 101.411    3.909   87.689    4.549
 -19.601    4.835   94.289    5.689
 101.566    5.083   89.831    5.944
 109.185    3.538   93.522    3.996
  68.208    4.885   91.963    5.596
  18.704    5.308   98.596    6.505
 161.249    3.706   75.317    4.348
  61.287    1.875  125.490    2.149
 146.164    2.915   80.277    3.450
  19.261    5.268   82.683    6.416
  15.541    5.887  116.250    6.668
  81.006    4.436   97.039    5.073
 102.797    4.843   94.385    5.647
  11.761    7.479  127.785    8.591
  28.913    6.075  111.400    7.154
 129.327    3.985  100.928    4.350
 151.065    3.385   78.811    3.837
 152.360    3.340   86.010    3.678
   5.181    5.798  108.617    6.655
 103.360    4.254   76.437    5.039
  27.347    5.977  121.444    6.717
 158.055    3.185   73.324    3.679
  70.367    5.521  104.906    6.309
 106.175    5.055   88.114    5.824
 135.475    3.367   96.367    3.819
  -7.756    6.427  106.650    7.558
  58.654    5.355  107.106    6.271
 160.287    3.123   72.935    3.830
  97.230    3.375   78.914    4.103
  90.817    3.707   79.992    4.414
 148.338    3.315   92.462    3.726
 115.254    3.857   98.060    4.291
  -7.973    3.161  114.006    3.602
  62.691    5.709  102.909    6.475
  78.021    4.486   92.215    5.206
  91.217    4.735   82.231    5.634
 154.364    3.249   91.849    3.812
  94.234    5.883   95.550    6.985
  33.321    6.535  108.945    7.759
 -14.377    1.858  115.169    2.121
  20.866    5.347  109.530    6.150
   8.779    6.120  121.438    6.977
  21.001    5.491  100.212    6.563
 135.476    3.283   85.067    3.834
  -3.393    5.998  110.842    6.992
 149.833    3.603   94.145    4.202
  42.519    6.977  101.424    8.178
  84.144    5.562   97.173    6.471
  -9.648    4.753  114.833    5.207
 158.437    3.242   81.758    3.814
  87.822    4.212   94.738    4.896
  42.158    5.516  110.480    6.023
   0.708    2.568  127.017    2.934
  85.106    4.435   91.945    5.149
 124.178    4.047   98.692    4.494
  84.587    5.106  106.539    5.644
  49.174    6.416  112.622    6.984
  24.534    6.220  124.437    7.050
   7.402    6.302  118.249    7.086
  19.163    7.630  125.004    8.932
  97.008    5.482   87.763    6.616
 126.492    4.172   80.226    4.854
 134.958    4.268   79.386    4.794
 129.871    5.060   91.113    5.615
 147.489    3.255   75.962    3.734
 134.703    3.972   80.084    4.564
 148.642    3.527   90.963    4.149
 139.496    5.642  105.766    6.340
 128.230    3.542   86.495    4.104
 139.550    4.328   87.906    4.877
   2.292    6.200  105.710    7.134
  28.524    5.588  101.606    6.630
  78.777    2.858  120.978    3.156
 119.556    5.082   90.259    5.891
 142.901    4.177   77.820    4.809
  53.584    5.603   95.206    6.609
  28.104    6.634  114.587    7.645
 119.113    4.963   93.822    5.844
  88.465    4.378   93.613    5.099
 152.943    3.373   85.188    3.834
 149.858    3.457   69.187    4.025
 109.806    3.995  103.157    4.578
  91.231    4.600   94.723    5.334
 102.154    4.966   93.238    5.878
  23.056    6.054  107.738    7.134
 138.522    3.326   77.820    3.964
 152.895    3.199   60.010    3.913
  68.754    1.131   82.328    1.365
 120.509    3.755   97.384    4.136
  67.692    5.814  115.039    6.278
  49.716    6.634  134.847    6.978
 145.903    3.507   94.974    4.024
 111.256    5.308   90.325    6.042
 154.098    3.862   80.981    4.430
 -80.602    0.851   82.577    0.987
 -31.529    1.404  114.049    1.603
   8.501    6.589  131.354    7.512
  16.906    7.018  133.284    7.882
  25.516    6.373  101.657    7.718
 100.362    5.639  105.792    6.228
 136.067    3.682   92.600    4.235
 153.910    3.419   81.108    4.049
 107.141    4.188   92.777    4.720
  82.917    4.839   91.615    5.551
  97.821    6.146   94.459    7.310
 147.050    3.140   78.181    3.682
  43.085    5.836   91.380    6.667
   8.497    2.990   91.763    3.572
 121.890    4.169   95.116    4.769
  76.420    5.072   95.064    5.771
  22.910    6.334   99.505    7.579
 154.577    3.187   73.000    3.727
  39.053    6.231  132.208    6.955
 104.718    6.161   91.696    7.476
  68.781    5.859  112.958    6.572
 129.679    4.397  105.826    4.698
 141.527    3.685   92.730    4.264
  54.122    6.150  103.035    7.243
 154.861    3.395   74.472    3.916
  99.119    4.140   87.520    4.702
  75.867    4.565   84.251    5.270
 144.650    4.118   80.349    4.860
 135.967    4.580   89.870    5.381
 140.219    4.259   80.636    4.798
 138.993    3.949   81.294    4.663
 113.169    4.281  111.814    4.835
 137.040    4.929  103.430    5.462
 144.069    3.800   79.364    4.418
  51.840    5.015  108.319    5.899
   8.399    6.309  112.517    7.341
  15.879    3.803   94.665    4.537
  82.027    5.713  101.609    6.435
  22.765    5.728   99.345    6.691
 121.876    5.218  102.264    5.981
 154.799    4.063   74.496    4.746
  72.080    1.623  109.934    1.853
 156.378    3.679   86.359    4.182
 -30.484    0.921   91.336    1.084
 143.130    3.830   80.177    4.473
  34.037    6.698  125.021    7.396
 114.204    3.989   93.784    4.530
 118.312    5.031  102.876    5.824
 143.311    3.988   81.401    4.541
 -10.797    1.898  123.637    2.175
  99.735    5.335   93.304    6.410
 151.303    3.967   80.746    4.415
  26.727    6.656  133.059    7.609
  67.885    0.861   78.559    1.038
 158.063    3.898   94.278    4.346
  62.783    5.960  108.511    6.537
  94.379    6.313  103.899    7.288
 144.271    4.735  105.048    5.254
  84.164    4.758   99.696    5.347
 103.870    4.931  105.986    5.588
 102.555    5.254   93.890    5.375
 129.048    3.591   80.768    4.116
  68.229    5.390  106.183    5.966
 148.857    4.039   91.466    4.674
  96.117    5.967   99.943    6.494
 138.217    3.661   99.480    4.228
 110.839    4.117   95.739    4.788
  41.195    6.515  133.878    7.394
 141.511    3.686   69.465    4.378
  85.497    2.132  101.530    2.329
  69.494    5.446  105.374    6.238
 126.835    3.889   81.834    4.549
 144.503    3.817   90.945    4.336
 -27.408    0.834   76.486    1.005
 -52.673    0.822   80.917    0.969
   4.900    6.525  117.348    7.433
  23.059    6.001   94.423    7.139
 102.297    4.290   82.949    4.881
 160.899    3.731   62.098    4.585
  74.048    5.176  103.356    5.860
  29.927    4.359  104.270    4.613
  67.482    5.943   94.736    6.999
 112.128    3.941   92.186    4.649
 140.766    4.813   96.795    5.202
 130.024    5.065  105.140    5.599
 127.020    5.278   92.056    5.883
  76.701    4.841   85.684    5.732
 136.107    4.778   97.807    5.484
  26.769    5.820  104.851    6.618
 125.223    5.051   85.474    5.906
 -22.136    1.508  118.433    1.721
 148.648    4.010   77.560    4.753
  77.903    1.709  108.741    1.911
 122.257    5.303   88.624    6.211
 110.958    7.698  158.432    8.081
 155.624    4.168   71.656    4.890
  30.793    6.386  134.287    7.174
 134.793    4.339   88.125    4.960
 120.648    4.175   88.651    4.914
 111.258    6.276  119.556    6.960
 155.022    4.202   84.237    4.689
  59.778    5.743  109.797    6.471
  42.227    6.111   94.592    7.369
 106.228    5.807  106.945    6.598
 153.316    4.640   90.116    5.137
  97.928    5.064   94.894    5.775
  92.780    1.088   84.001    1.296
 -42.241    0.917   90.728    1.052
 143.191    4.527  103.425    4.945
  70.984    4.557   79.382    5.514
 103.539    4.439   93.637    4.912
  -9.302    0.885   92.002    1.034
  98.588    5.316   96.806    5.781
 152.550    4.592   88.810    5.411
 133.492    4.002   83.481    4.453
  92.695    3.375  107.730    3.581
 159.982    4.617  107.573    5.265
 119.932    3.994   84.554    4.864
 131.203    4.843  122.030    5.593
  89.182    1.994  103.510    2.302
  71.531    5.303   99.776    6.189
  50.745    6.655  102.008    7.895
 157.732    4.449   92.877    5.057
  81.984    1.535  121.971    1.729
  13.881    3.034  116.795    3.369
  13.512    6.814  115.018    7.572
  23.507    3.544  106.194    3.915
 125.195    3.694   81.364    4.270
  49.451    5.967  103.240    7.058
  85.371    4.855   95.514    5.554
  24.052    6.253  121.733    7.292
 101.293    5.033   96.907    5.518
 139.974    4.287  103.592    4.985
 -24.609    1.232  107.057    1.425
  70.185    4.788   87.687    5.706
  36.248    3.305  117.366    3.802
 122.393    3.965   80.922    4.713
 162.956    4.437   86.115    4.876
  -7.402    0.797   80.915    0.956
  68.991    5.988  108.764    6.965
 135.244    5.217   89.868    5.939
 133.093    4.897   87.726    5.837
 134.891    6.250  110.326    6.921
 144.700    5.119   88.994    5.995
  37.443    4.784  117.964    5.408
 132.829    5.451   86.701    6.245
  71.922    1.187   99.137    1.370
 141.162    4.836   84.420    5.525
 126.692    4.624   76.562    5.321
 150.294    5.311  100.408    5.799
 123.307    4.115   88.069    4.715
 131.822    4.201   94.642    4.796
 155.770    5.330   94.259    5.965
 127.282    5.066   82.596    6.198
 153.117    5.025   97.212    5.376
  96.635    5.533  109.085    6.130
 119.291    5.197   88.810    6.328
  80.162    6.489  144.936    6.973
 151.346    4.738   96.823    5.498
 149.256    5.029  107.946    5.453
 111.788    4.473   88.355    4.977
  10.081    2.110  121.828    2.431
 103.796    4.990   83.857    5.354
  -1.020    1.596  120.410    1.826
  41.662    6.495  105.308    7.395
 151.160    4.642   94.948    5.292
 133.885    4.192   91.528    4.611
  70.525    5.075   86.702    6.050
 118.905    4.023   87.482    4.863
  39.436    3.223   96.293    3.835
 162.179    4.617  104.173    4.985
 138.986    4.637  112.449    5.124
 160.833    3.829   72.905    4.524
 131.067    4.179   78.852    4.915
 -11.621    1.211  101.877    1.404
  43.616    6.942  128.621    7.734
  82.617    5.702   94.976    6.569
 107.014    4.736   82.249    5.369
 142.331    4.389   89.023    4.910
  65.297    5.686  108.941    6.415
 151.582    4.723   91.312    5.104
 126.039    5.344   99.187    6.399
 125.298    5.628   95.491    6.508
 142.983    5.301  103.319    6.098
 114.094    4.492   89.155    5.213
 123.392    5.664   93.458    6.661
 147.816    5.071   86.787    5.832
 117.217    5.544   88.030    6.512
 150.719    5.021   82.407    5.736
 104.356    0.891   71.799    1.063
 110.347    6.734   96.219    7.782
 147.127    5.104   81.142    5.788
 117.707    5.587   99.550    5.944
  75.252    5.941   88.968    7.095
 149.530    5.434  113.165    5.929
 124.907    5.986  122.310    6.546
 149.064    4.610   78.645    5.312
 127.790    4.376   88.361    5.140
  90.464    2.846  119.813    3.037
   5.594    1.894  120.691    2.171
   1.016    1.372  115.530    1.585
 153.199    4.314   70.538    5.273
  90.374    6.376  112.640    7.088
 150.761    5.115  105.563    5.770
  82.424    6.154  106.379    7.169
  -6.103    1.226  111.428    1.416
 106.817    4.875   92.653    5.548
  29.458    2.266  122.419    2.577
 152.733    4.761   86.400    5.574
  61.598    6.013   99.680    7.095
 130.833    4.077   74.767    4.795
   5.310    0.876   92.800    0.992
  74.274    5.690  106.925    6.554
 160.386    5.440  101.230    5.984
 121.460    4.313   91.987    5.094
 150.423    4.232   90.931    4.975
