# v        v_err    sigma    sigma_err
  18.277    7.170  204.357    7.164
 -86.460    7.700  188.346    7.981
 -13.558    6.796  201.930    6.899
   2.691    9.854  203.404    9.749
-109.292    7.606  190.614    7.807
 -93.306    8.884  226.331    8.216
 -84.255    8.405  207.536    8.590
 -85.936    7.836  233.787    7.538
 -92.960    8.112  221.241    7.901
-105.402   11.686  248.722   11.337
  32.307    8.519  207.302    8.468
   4.107    5.908  209.600    5.787
 -15.085    2.832  180.252    2.894
 -95.682    7.200  201.261    7.181
 -78.541    5.785  214.367    5.717
 -91.529    8.749  201.997    8.646
 -68.324    9.097  204.116    9.127
 -99.896    6.609  218.531    6.533
 -75.430    7.963  226.374    7.879
 -87.941    7.451  227.215    7.351
 -90.453    7.026  212.291    7.030
 -73.999    6.766  215.614    6.618
 -93.006    7.023  211.431    7.067
 -88.150    8.374  236.849    8.015
 -93.224    7.770  223.964    7.705
 -85.494    6.040  208.755    5.947
-102.367    9.943  218.264    9.765
 -94.221    8.559  184.356    8.786
-103.620    8.459  245.734    8.172
 -93.351    7.036  219.525    6.829
 -71.514    6.494  212.397    6.525
 -77.394    6.464  213.995    6.486
 -52.691    6.002  203.397    5.897
-100.253    8.181  211.764    8.189
 -83.862    7.448  206.326    7.368
 -97.619    9.222  236.634    8.532
 -82.707    8.988  210.930    8.938
 -62.024    6.879  207.895    6.844
 -88.586    7.239  215.910    7.164
 -77.285    7.435  222.318    7.259
-124.974    8.624  217.341    8.365
 -80.295    6.406  214.649    6.380
 -85.766    7.690  225.154    7.804
 -84.600    6.317  204.238    6.271
-104.184    9.140  218.313    8.985
 -97.666    8.917  226.969    8.708
 -44.659    5.598  219.578    5.537
 -60.158    5.533  201.307    5.522
-102.130    7.815  229.563    7.762
 -77.409    7.601  245.924    7.065
 -74.007   10.984  243.307   10.596
 -89.884    9.840  216.820    9.727
 -37.908    8.187  194.972    8.314
 -84.476    7.700  194.752    7.778
 -32.204    5.998  175.606    6.157
-110.000    6.579  214.654    6.481
 -77.310    6.943  210.031    6.796
 -22.612    6.119  187.469    6.194
 -86.727    8.614  211.173    8.682
   4.486    5.326  188.803    5.427
 -98.713    9.936  224.560    9.857
 -90.688    7.486  217.321    7.353
 -27.554    3.667  193.492    3.691
 -87.964    9.835  207.464    9.621
   9.439    5.721  206.845    5.757
 -26.805    3.594  203.793    3.560
 -99.685    8.225  232.857    7.931
 -34.055    5.376  189.239    5.525
 -86.304    9.292  214.088    9.247
 -91.194    6.902  216.825    6.822
 -15.663    7.392  218.614    7.264
 -94.613    8.551  243.458    8.372
-101.643    8.493  206.337    8.668
 -75.178    4.124  210.013    4.147
-113.957    9.244  219.249    9.092
  20.654    9.355  221.810    9.166
 -91.446    8.948  215.356    9.078
 -73.735    6.208  225.329    6.040
-103.076    7.566  195.029    7.487
-100.941   10.052  228.586    9.620
 -71.422    4.999  224.748    4.993
 -97.340    6.858  213.148    6.944
-102.846    7.662  211.824    7.632
  43.466    8.643  214.094    8.763
 -93.694    9.792  241.799    9.124
 -77.556    6.151  210.434    6.263
 -90.164    5.777  215.084    5.799
-115.320   11.187  243.602   11.209
 -79.253    9.020  210.746    8.888
  30.913    9.329  215.051    9.415
  -9.016    8.071  180.797    8.231
 -87.652    6.638  213.918    6.522
-116.401    7.787  207.640    7.620
 -92.214    6.268  183.646    6.335
-107.807    7.951  220.723    7.741
  27.403    7.687  190.253    7.604
  -7.584    4.954  206.949    5.001
 -64.948    4.735  210.734    4.703
 -95.737    8.783  228.490    8.653
-101.605    5.943  204.386    6.071
 -40.670    3.593  207.988    3.607
 -31.647    3.472  201.100    3.514
  -0.584    4.230  185.353    4.329
 -31.471    4.722  201.563    4.787
 -88.116    7.148  224.160    6.930
 -27.755    6.215  190.007    6.336
  42.556    8.415  206.969    8.461
  51.808    9.523  244.420    9.186
-102.121    9.379  216.821    9.159
 -92.518    9.157  225.835    8.790
 -82.503   10.542  231.464   10.478
 -85.507    8.147  211.784    8.226
 -91.272    9.106  254.950    8.486
 -22.028    5.467  191.689    5.590
 -48.622    4.245  193.589    4.277
 -84.779   10.290  219.947   10.167
 -88.046    9.106  202.598    9.178
-111.075    9.063  210.361    8.858
 -64.172    4.600  207.021    4.556
 -72.410    3.319  204.902    3.376
 -59.852    3.250  210.374    3.242
 -70.594    6.850  211.337    6.824
 -31.651    3.903  197.164    3.906
 -10.912    6.212  185.632    6.311
-100.127    8.426  204.420    8.011
 -94.094    5.458  227.647    5.319
 -94.336    6.358  217.756    6.378
 -83.967    7.874  227.280    7.831
 -93.832    7.250  211.786    7.165
-115.586    9.011  222.052    8.846
 -19.004    2.086  187.684    2.103
 -95.971    8.681  220.620    8.309
  41.142    7.613  197.057    7.629
  25.664    8.109  205.394    8.144
 -60.511    2.992  203.197    3.015
 -46.832    2.861  196.664    2.889
 -84.630    8.666  205.054    8.703
   7.786    9.083  197.881    9.099
  -0.760    5.937  209.936    5.911
  19.241    9.317  222.105    9.136
  46.500    8.969  233.276    8.780
  62.279    7.706  218.981    7.627
  45.590    8.773  235.868    8.251
   7.712    9.521  216.615    9.631
  39.822    9.298  216.327    9.369
  77.343    7.174  200.085    7.183
  67.696    7.540  216.156    7.489
 -89.404    3.651  214.348    3.636
  30.158    9.014  195.809    8.792
  62.060    8.315  218.899    8.291
  29.558    9.977  230.793    9.898
   1.063    6.070  186.408    6.153
  80.029    6.266  206.390    6.190
  70.551    7.942  224.999    7.736
   7.132    7.158  214.476    7.070
  13.778   10.173  238.724    9.155
  70.827    8.930  218.540    8.765
  53.443    7.701  207.969    7.593
  88.994    6.099  206.305    5.980
  82.207    7.064  212.461    6.864
 -18.050    2.869  185.186    2.945
  19.149    9.349  225.239    9.144
 -25.682    2.972  188.634    3.070
  29.394    9.168  212.899    9.030
 -25.190    4.854  197.195    4.850
  47.164    7.618  203.971    7.650
  34.048    8.157  212.434    8.179
  21.213   10.160  249.105    9.755
  48.682    9.418  234.754    9.000
  42.803    8.287  216.467    8.018
   4.036    5.438  195.627    5.448
 -48.160    2.544  190.426    2.577
  27.922    9.528  249.528    9.140
 -60.196    4.252  214.267    4.334
 -21.127    7.850  172.648    8.164
  46.642    8.965  205.093    8.847
 -96.637   10.372  244.237    9.704
 -85.158    6.448  203.418    6.366
  79.635    6.787  203.799    6.676
  81.825    6.013  213.178    5.985
  84.375    5.984  217.674    5.822
  45.969    8.804  229.507    8.566
  80.459    5.903  219.341    5.713
  63.025    7.567  218.952    7.394
  49.480    7.578  202.098    7.515
  53.395    7.703  187.960    7.831
  37.983    9.543  224.107    9.433
 -53.270    5.140  200.051    5.122
 -76.120    5.095  210.884    5.098
 -11.080    4.561  191.255    4.564
 -55.658    4.287  196.547    4.387
  28.463    8.116  198.521    8.036
 -61.889    4.865  204.510    4.890
 -81.073    3.053  213.377    3.005
 -91.830    9.025  228.557    8.818
-121.376    9.446  216.840    9.384
 -92.772    6.524  221.522    6.577
  -7.264    5.412  193.429    5.442
 -20.339    1.417  180.264    1.438
 -79.845    3.567  213.597    3.539
 -91.559   10.347  242.917   10.317
-100.863    9.703  235.689    9.321
 -14.322    7.304  216.233    7.358
 -90.653    3.148  204.212    3.205
  10.189    4.682  205.027    4.607
  13.055    4.659  197.621    4.715
   7.319    5.889  187.770    5.964
  25.091    8.997  205.410    9.132
  13.644    8.507  199.734    8.481
 -58.985    4.843  207.968    4.947
-102.725    7.977  186.854    8.231
  41.339    7.463  187.982    7.637
  40.769    7.934  204.973    8.070
  28.799    8.471  215.509    8.226
  46.945    8.477  204.027    8.476
   7.222    4.277  208.925    4.179
  43.286    9.011  267.155    8.129
 -99.835    9.348  236.335    8.940
-104.327   10.160  241.173    9.662
 -28.213    5.715  203.631    5.834
  20.273    7.689  196.645    7.713
  46.289    8.228  211.785    8.166
  26.241    8.665  195.718    8.857
   2.031    6.181  182.567    6.243
  58.753    7.648  203.216    7.742
  41.438    8.566  205.085    8.503
  72.688    7.488  205.080    7.296
 -27.570    5.326  192.538    5.379
  57.786    8.178  218.522    7.991
  77.282    6.452  186.752    6.386
  10.651    8.044  184.853    8.144
  51.823    8.992  224.481    8.808
  65.673    7.335  229.494    7.107
 -56.657    4.730  206.627    4.777
  34.567    8.052  219.817    7.827
  94.557    6.169  201.056    6.203
 -97.604    9.185  212.879    9.119
  28.282    7.665  191.680    7.768
  55.719    9.071  235.420    8.885
  35.546    8.736  217.467    8.570
  68.822    8.525  211.728    8.442
  86.618    7.053  209.567    7.022
   9.291    5.594  176.067    5.795
 -80.825    5.665  220.508    5.624
  22.588    9.079  227.442    9.129
 -90.818    7.119  205.397    7.158
  84.588    6.088  233.604    5.517
 -93.194    8.263  201.103    8.425
 -78.904    2.776  208.120    2.791
 -78.386    8.074  234.268    7.703
   7.824    6.515  189.448    6.532
  34.605    8.671  210.800    8.594
  59.978    8.410  221.283    8.371
 -49.800    3.865  217.051    3.880
 -85.578    4.620  201.766    4.633
  20.691    8.627  202.001    8.633
  42.281    8.737  221.326    8.566
  20.827   10.058  252.917    9.353
 -20.357    1.881  191.228    1.894
  46.691    8.348  214.235    8.146
  84.579    6.128  221.418    5.897
 -78.310    8.683  218.552    8.393
  88.906    6.403  221.852    6.325
 -20.062    9.066  188.731    9.286
 -98.697    8.909  220.924    8.746
  66.363    7.066  209.658    6.928
 -95.603    7.401  222.453    7.328
  80.317    5.170  219.979    4.951
 -99.303    7.515  208.742    7.520
 -76.222    8.055  232.243    7.811
  78.590    4.967  203.672    4.944
  88.309    4.927  196.785    4.874
 -73.984    7.740  247.636    7.295
  70.212    5.083  207.814    5.024
 -83.451    7.434  216.504    7.372
  82.720    5.094  203.132    5.055
-106.284    9.297  210.683    9.297
 -79.581    4.891  212.541    4.859
 -92.516    8.058  241.313    7.756
 -88.523    2.561  209.386    2.549
 -88.156    8.161  242.072    7.752
 -94.709    6.470  212.347    6.398
 -92.373    8.353  227.501    8.126
 -57.492    6.799  217.123    6.661
 -83.314    7.778  223.384    7.875
 -77.249    5.954  196.812    5.893
-112.566    8.842  246.786    8.798
  62.926    5.366  225.365    5.348
  70.892    4.951  206.110    4.907
  12.221    5.609  225.183    5.472
 -80.055    6.953  227.514    6.751
 -48.681    6.375  213.372    6.275
  81.442    5.944  229.746    5.759
  35.450    5.034  211.573    5.058
   6.540    5.099  213.236    5.102
  69.812    7.694  231.796    7.163
 -15.175    5.442  203.391    5.451
  54.157    8.294  210.036    8.104
  81.502    5.260  225.398    5.140
  85.160    6.204  214.167    6.057
  37.127    5.780  239.324    5.606
 -62.317    6.467  223.745    6.349
 -26.258    5.857  214.676    5.719
 -17.519    5.289  219.275    5.288
  21.751    4.627  191.123    4.598
  78.193    5.776  213.086    5.621
 -82.845    7.027  197.998    7.107
 -79.385    6.196  217.129    5.941
 -93.149    9.467  237.706    9.114
 -77.148    9.264  212.880    9.328
 -87.588    9.248  244.487    8.799
 -84.950    8.939  241.770    8.622
 -24.233    5.781  211.000    5.750
 -11.165    5.119  217.368    5.110
  41.611    5.306  221.037    5.222
-100.512    6.801  224.899    6.358
  82.920    5.364  215.002    5.325
  43.037    7.823  235.176    7.326
  52.951    5.416  225.842    5.338
 -87.521    6.903  204.425    6.855
-103.803    9.293  215.424    9.389
 -37.334    5.857  208.787    5.899
  90.279    5.469  213.742    5.319
  85.616    6.156  215.902    6.061
 -15.376    4.922  196.858    4.925
  99.029    6.711  229.973    6.032
  67.356    7.936  247.474    7.467
  36.244    9.314  212.946    9.168
  50.249    9.212  212.614    9.165
  34.955    8.057  206.661    8.011
  73.794    5.225  213.251    5.089
 -57.860    6.855  242.342    6.154
  12.910    5.137  218.152    4.904
-103.770    8.215  210.797    8.214
 -70.819    9.227  242.740    8.976
 -99.669    8.242  212.298    8.055
-106.231   10.128  229.258    9.676
 -73.316    6.462  227.780    6.251
  88.764    5.657  207.695    5.612
  68.126    7.756  211.238    7.700
  97.895    6.084  227.037    5.808
  88.178    6.550  219.679    6.382
  38.616    5.442  223.577    5.304
  87.443    7.599  210.964    7.477
 -52.175    6.042  220.586    5.965
  -1.562    5.117  215.075    5.081
 -95.504    7.100  213.802    7.040
  74.459    5.164  217.587    5.184
 -62.141    6.395  211.723    6.390
  24.800    5.115  202.778    5.136
 -82.895    6.762  207.538    6.631
 -61.220    6.139  204.683    6.057
  20.193    5.294  223.245    5.151
  50.858    5.405  217.206    5.371
 -86.662    8.753  219.997    8.880
 -94.426    4.995  199.728    5.082
 -95.416    8.222  215.215    8.120
 -82.521    6.286  207.612    6.341
  23.976    5.123  213.899    5.138
 -92.737   10.810  245.164   10.205
 -94.525    6.752  208.709    6.672
 -98.310    8.581  230.902    8.086
-111.544    8.811  207.489    8.817
 -95.682    8.266  224.112    8.129
 -94.424    9.763  220.485    9.861
 -91.970    9.030  221.254    9.033
 -63.487    5.620  192.542    5.641
 -79.205    8.566  239.027    8.366
 -96.467    9.090  234.140    8.736
 -42.702    5.873  221.645    5.770
-100.220    9.657  213.408    9.460
 -90.794    8.407  194.101    8.454
 -45.972    2.880  199.809    2.914
 -91.439    9.043  209.992    9.210
 -64.202    6.632  221.681    6.568
 -86.617    6.712  219.572    6.653
 -15.244    5.324  216.252    5.295
-100.511    6.633  220.456    6.588
  12.088    5.136  207.237    5.121
 -80.860    6.083  234.113    5.801
 -41.124    5.175  193.628    5.306
 -94.255    3.142  217.382    3.090
  -5.610    6.857  228.045    6.284
   5.869    6.818  193.164    6.980
 -85.519    8.141  238.013    7.394
-110.234    6.353  217.611    6.424
 -80.557    8.727  237.743    8.534
 -81.306    8.214  210.569    8.057
 -92.724    9.502  221.505    9.314
  -4.670    7.482  186.243    7.516
  16.105    3.856  196.892    3.883
  11.511    8.612  206.502    8.766
 -74.511    3.233  206.312    3.176
 -83.074    7.056  208.490    7.086
 -95.312    7.117  198.789    7.167
 -85.919    8.297  233.483    8.234
 -80.862    7.601  216.457    7.540
 -89.298    7.071  225.254    6.963
  14.665    8.709  215.229    8.581
   3.877    6.009  185.817    6.148
  30.307    8.834  228.624    8.750
  62.361    6.808  194.861    6.821
  41.479    8.401  210.668    8.386
 -29.386    3.745  180.527    3.877
  56.341    8.439  213.434    8.292
  44.950    8.029  231.550    7.675
  20.666    9.080  216.647    8.846
  65.680    8.532  214.144    8.283
  14.055    3.290  205.580    3.310
  31.382    7.882  197.328    7.913
   9.869    6.535  192.083    6.535
  49.818    9.015  197.705    9.041
  66.878    8.405  224.714    8.182
  45.187    8.590  216.862    8.604
  89.349    5.846  213.389    5.697
  69.401    7.420  187.585    7.524
  30.171    7.071  189.477    6.951
  -3.773    4.829  197.659    4.887
  40.616    8.628  192.517    8.749
  26.077    8.639  216.621    8.649
  51.653    8.813  212.806    8.772
  93.455    5.969  208.525    5.932
  59.787    8.084  228.442    7.697
  66.165    4.918  206.818    4.844
  53.517    7.290  187.585    7.344
  31.205    8.562  197.127    8.817
  93.162    5.917  215.368    5.810
  43.184    8.526  225.635    8.277
  87.115    7.719  230.076    7.591
 -28.844    8.964  189.494    9.200
  14.337    6.453  201.701    6.586
  48.763    8.276  202.535    8.331
  74.603    7.640  216.222    7.436
  26.417    8.008  195.736    8.023
  76.682    5.838  216.682    5.667
  91.507    6.629  194.390    6.619
  32.790    8.385  231.862    7.996
  95.671    6.127  209.377    6.097
  18.443    9.291  236.754    9.255
  36.305    9.316  219.056    9.151
  31.736    9.156  236.034    8.767
 -15.069    2.589  195.266    2.586
  43.889    9.539  227.177    9.394
  17.896    8.743  197.386    8.784
  14.992    8.317  204.302    8.236
 -88.994    2.316  206.566    2.307
 -79.604    9.067  231.617    8.639
 -56.404    9.743  232.367    9.472
-104.659    9.202  209.005    9.315
-116.117   10.273  224.841   10.271
 -85.537   10.225  246.687    9.786
 -66.386    4.021  204.896    4.064
 -95.307    6.320  208.063    6.532
 -90.257    6.171  190.163    6.346
-104.821    8.016  205.698    7.877
 -85.123    9.337  251.619    8.857
 -96.100    1.760  202.579    1.762
 -92.589    9.415  228.780    8.707
 -90.898    7.948  239.284    7.463
 -89.352    8.322  255.335    7.652
 -75.545    4.937  213.582    4.928
 -88.751    8.475  220.929    8.154
 -90.034    8.764  209.084    8.795
 -84.570    6.273  192.582    6.372
 -97.249    7.456  213.120    7.601
 -93.260    8.622  232.280    8.321
 -26.288    1.914  182.634    1.942
   4.215    5.148  183.956    5.267
 -75.949    4.122  195.465    4.153
   2.543   10.109  221.741   10.142
 -75.203    3.763  202.021    3.789
 -99.365    7.242  210.672    7.103
-104.344    9.195  207.467    9.181
 -28.084    6.406  181.642    6.600
-100.644    7.806  208.679    7.705
 -93.735    8.097  218.455    7.861
 -65.808    5.912  206.788    5.949
 -58.628    6.562  212.512    6.494
 -76.449    6.065  200.224    6.120
 -21.658    5.927  208.766    5.817
 -48.599    6.364  215.054    6.201
 -20.743    5.072  202.887    5.118
 -80.203    6.291  212.234    6.270
 -39.382    6.104  221.506    6.075
 -94.551    7.381  217.432    7.224
-117.780    8.494  214.866    8.511
 -56.160    7.008  235.590    6.888
 -14.462    5.619  221.458    5.702
  37.183    5.124  210.455    5.060
 -94.091    8.675  231.809    8.037
 -72.317    6.878  218.085    6.884
 -53.323    5.637  211.155    5.655
 -95.115    8.549  216.738    8.324
 -94.901    8.948  208.495    8.734
 -85.905    6.488  210.410    6.447
  47.722    5.998  233.081    5.874
 -90.625    6.560  194.391    6.567
-101.042    9.569  221.210    9.758
-112.865    8.080  204.663    8.057
 -95.999    7.682  209.336    7.604
-108.539    9.640  227.148    9.723
 -83.763    9.540  235.096    9.116
 -93.163    9.029  223.414    8.795
 -74.698    9.114  217.419    8.980
 -92.164    8.659  219.919    8.352
 -18.833    5.430  212.425    5.399
  10.423    5.010  206.341    4.937
 -52.102    5.786  207.566    5.754
  74.645    4.803  212.158    4.737
 -57.391    3.743  199.365    3.785
 -96.729    6.319  199.951    6.321
 -80.953    9.756  223.352    9.435
 -93.941    6.656  203.151    6.594
 -42.169    6.612  209.832    6.761
-104.445    8.383  226.878    8.231
 -79.064    6.219  211.765    6.281
  27.915    5.538  222.168    5.573
-105.181    5.528  198.838    5.562
 -88.214    5.608  198.817    5.616
-116.147    8.921  214.187    8.643
 -91.826    8.391  199.630    8.344
 -84.405    6.953  206.414    6.964
 -90.844    7.468  199.345    7.467
 -89.191    8.797  206.287    8.705
 -61.443    6.615  222.568    6.533
 -98.950    8.871  229.539    8.674
 -87.814    6.855  211.970    6.873
 -13.689    5.025  204.692    4.991
 -83.359    9.831  231.227    9.510
 -52.806    6.099  215.874    6.015
  23.137    5.076  208.939    5.048
 -98.479    8.659  208.954    8.547
 -69.823    7.075  221.250    7.001
-100.501    8.419  221.305    8.160
 -69.135    6.081  195.611    6.088
  35.741    5.015  206.328    4.997
 -45.041    3.322  191.675    3.390
 -19.341    9.544  221.657    9.465
 -41.106    3.899  196.049    3.933
 -79.809    4.182  209.700    4.176
 -99.679    9.444  211.508    9.575
 -95.485    9.105  207.974    9.215
   3.251    6.190  186.781    6.154
 -81.608    8.492  232.256    8.109
 -81.665    9.103  224.522    8.854
-108.958    8.797  224.251    8.504
  31.216    7.773  189.807    7.855
  14.442    4.225  209.394    4.209
  30.295    9.392  234.245    9.171
  55.862    8.291  208.784    8.384
  16.465    9.058  195.581    9.308
  36.602   10.122  228.767    9.857
  37.821    7.474  215.073    7.393
 -30.748    3.322  194.677    3.349
  12.601    9.029  204.208    9.114
   6.565    6.366  201.747    6.354
 -43.728    2.066  192.336    2.101
 -40.460    6.329  198.288    6.392
   4.544    8.772  191.935    8.839
  34.574    9.308  223.501    9.033
  30.901    8.475  198.932    8.550
  74.885    8.893  231.016    8.663
  93.175    7.974  222.090    7.707
  -4.679    3.773  199.533    3.794
 -73.652   10.153  238.962    9.880
 -86.277    9.618  222.469    9.387
-104.185    6.416  214.319    6.392
 -98.706    8.618  209.897    8.690
 -83.276    2.544  212.187    2.518
 -92.474    4.412  230.248    4.167
  18.072    6.546  198.123    6.591
  37.581    7.524  187.797    7.400
 -30.073    6.906  200.270    6.882
   3.689    4.310  188.639    4.416
 -90.563    7.265  211.773    7.075
-103.574   10.206  238.084   10.034
 -83.115    7.547  210.713    7.509
-104.221    7.181  206.241    7.068
 -89.499    7.153  220.105    7.048
 -57.104    3.159  203.657    3.182
 -94.838    8.676  237.359    8.617
-104.462   10.167  226.964    9.930
 -92.134    8.526  238.670    8.273
 -88.488    7.006  223.781    6.942
 -98.685    8.898  222.672    8.811
 -89.619    6.426  204.003    6.440
 -91.476    8.287  236.609    8.100
-119.347    8.588  237.167    7.899
 -95.797    9.716  245.069    9.203
 -78.517    7.211  224.399    7.104
 -55.559    4.071  204.800    4.141
 -81.198    8.892  210.897    8.633
 -89.547    8.324  236.536    8.143
 -68.676    6.540  212.488    6.605
 -84.324    8.628  233.554    8.449
 -48.950    6.046  207.680    5.976
-100.818    9.619  222.321    9.332
 -79.966    2.650  197.478    2.632
 -93.041   10.457  230.858   10.180
 -81.635    7.755  218.767    7.629
 -91.823    8.529  203.606    8.577
 -48.013    5.690  220.544    5.696
 -75.007    7.225  221.272    7.151
 -85.712    9.116  215.537    9.200
-116.805    7.369  194.334    7.354
 -43.238    2.981  179.583    3.081
-105.275    7.956  206.332    7.820
 -90.853    7.145  195.366    7.049
   4.065    4.870  205.869    4.869
  -9.589    4.946  200.574    4.924
  37.716    8.244  192.772    8.377
  39.881    9.056  217.751    8.979
  43.495    9.990  234.149    9.716
 -62.278    5.303  189.331    5.440
 -55.958    2.712  193.924    2.727
 -74.356    4.100  203.663    4.156
 -54.184    5.766  224.045    5.701
 -60.103    7.444  209.451    7.462
  18.853    8.229  178.164    8.465
  35.746    8.833  201.461    8.800
 -37.851    8.185  190.080    8.489
 -79.703    5.312  204.800    5.357
  34.819    8.338  194.776    8.519
  44.956    8.229  228.316    8.096
 -83.269   10.298  225.847   10.356
 -97.782    9.724  223.502    9.446
 -97.523    7.134  243.921    6.690
-106.439    8.598  207.743    8.512
-101.909    7.665  200.960    7.464
-116.956    9.097  205.117    9.133
 -91.294    8.254  201.358    8.440
 -93.296    2.892  212.243    2.849
 -77.268    9.347  212.405    9.272
-102.222   11.251  249.717   10.827
 -94.471    1.640  199.233    1.633
 -96.982    8.459  205.290    8.357
-119.093    7.752  213.895    7.906
 -98.910    8.012  204.897    7.930
 -28.854    7.288  210.254    7.381
  -5.215    5.199  198.159    5.245
-107.371    6.706  202.984    6.752
 -86.408    6.422  210.981    6.469
 -85.280    6.915  202.292    6.968
 -98.568    9.822  228.719   10.084
 -59.883    6.850  218.450    6.743
 -92.566    9.638  238.950    9.441
 -61.783    7.068  215.015    7.133
 -86.869    6.326  198.509    6.249
 -82.095    8.974  228.605    8.758
  43.008    9.498  222.572    9.174
   7.554    8.707  191.476    8.542
   7.098    9.380  217.349    9.169
 -68.326    1.777  185.725    1.796
-106.678    9.303  223.833    8.925
-107.806    8.568  202.754    8.507
 -65.000    7.008  224.445    6.933
  -7.763    8.570  193.966    8.551
  32.074    9.863  232.479    9.612
 -49.649    7.096  205.385    7.134
 -95.992    9.230  225.376    9.141
 -77.888    6.746  196.905    6.677
 -44.178    6.428  213.297    6.395
 -92.839    8.915  230.639    8.729
 -80.204    9.134  227.797    8.904
 -59.288    6.536  206.146    6.488
 -57.789    3.952  193.803    4.001
 -89.601    6.716  214.811    6.591
 -39.806    2.285  186.432    2.306
 -72.907    8.730  206.073    8.771
 -65.472   10.198  211.261   10.049
  70.109    8.187  212.426    8.016
 -29.748    6.147  202.802    6.244
 -28.531    1.541  175.535    1.579
 -87.464    4.003  218.765    3.962
 -93.382    8.441  207.831    8.456
  54.061    8.242  214.805    8.105
  66.671    7.660  204.605    7.655
 -37.320    5.970  212.649    5.941
 -33.784    5.337  203.445    5.330
 -48.247    9.710  186.834    9.553
 -49.111    2.804  187.253    2.814
 -31.841    5.888  183.969    6.134
-101.828    9.129  207.182    9.017
  -4.187    8.989  199.491    8.868
 -66.574    4.414  202.947    4.431
 -71.449    7.802  216.960    7.846
 -74.794    8.136  217.210    7.816
 -88.421    9.720  221.036    9.425
-108.767    8.760  218.085    8.522
-101.262    7.816  202.442    7.809
 -23.137    3.527  189.977    3.597
  33.107    9.357  213.041    9.310
  32.629    8.364  227.781    8.053
  16.843    2.001  187.244    2.035
  49.300    7.226  186.224    7.366
 -55.768    2.600  183.070    2.613
  13.514    2.661  192.882    2.699
  58.394    8.132  208.944    8.106
 -40.848    1.906  174.246    1.934
 -95.635    9.370  210.550    9.330
  24.446    8.972  205.966    8.958
 -81.630   10.685  243.275   10.382
   5.912    7.186  158.694    7.360
  68.502    8.194  210.023    8.183
 -64.326    9.231  191.932    9.371
  20.371    8.419  202.087    8.443
  25.104    7.953  190.927    8.091
  43.808    8.210  211.646    8.199
  40.780    8.965  208.140    8.857
  17.784    2.437  195.921    2.487
  41.274    7.535  208.042    7.401
  51.202    9.534  231.718    9.389
  10.531    9.164  219.840    9.004
  31.597    8.822  216.218    8.964
  40.771    8.706  212.429    8.431
  89.546    8.673  238.065    8.256
  77.433    6.734  225.729    6.616
  86.399    5.870  203.360    5.766
  86.294    7.788  216.198    7.601
  79.503    5.871  217.626    5.687
  13.986    2.910  182.141    2.999
  50.198    7.762  207.347    7.814
  13.526    9.056  215.746    8.874
  35.050    8.605  203.749    8.582
 -19.358    1.149  160.732    1.194
  27.417    8.206  192.956    8.349
  -3.878    3.951  188.887    4.000
 -28.475    2.444  179.918    2.498
 -62.847    2.258  195.283    2.258
  13.042    8.385  186.841    8.622
 -51.307    4.917  198.308    4.890
 -19.882    5.167  191.463    5.176
   7.085    6.364  193.319    6.233
  39.448    8.841  215.157    8.681
 -91.549    7.161  226.896    7.099
  83.185    8.793  224.469    8.487
-116.522    8.180  197.435    8.121
  28.069    9.592  214.449    9.243
  81.291    8.100  220.094    8.078
 -40.418    2.040  182.653    2.057
  17.133    9.010  200.733    9.002
  48.087    8.032  222.486    7.784
  42.354    9.747  226.597    9.696
  90.325    7.078  214.551    6.905
 -83.048    9.844  223.270    9.537
  79.019    6.223  201.824    6.179
  43.766    8.474  196.591    8.826
 -72.406    8.224  227.786    7.899
  84.547    5.013  192.711    5.082
 -85.374    7.810  215.285    7.784
 -88.949    7.449  205.000    7.524
  72.741    4.945  201.350    4.944
  79.463    5.346  206.308    5.272
 -73.531    7.567  223.241    7.447
  58.887    5.373  218.811    5.307
 -95.651    7.693  226.058    7.231
  65.571    5.468  213.903    5.431
 -97.058    8.117  228.105    7.981
 -78.158    6.671  210.062    6.601
  40.560    5.859  228.600    5.658
  87.575    5.323  206.762    5.244
 -92.577    6.162  203.476    6.307
  34.286    5.090  213.165    4.998
-109.423    7.813  207.226    7.912
  64.214    5.458  226.536    5.175
 -78.100    9.088  255.072    7.971
 -39.811    5.711  211.596    5.587
 -16.293    5.302  206.781    5.348
  99.981    6.110  219.363    6.008
-102.049    7.720  206.825    7.788
  84.366    5.540  205.572    5.483
  52.243    9.427  212.556    9.481
-105.190    9.034  234.564    8.078
-105.973    8.399  199.974    8.637
-101.327    7.768  230.683    7.637
-112.605    1.100  172.277    1.131
 -84.436    9.116  217.615    9.023
-106.535    8.848  211.953    8.842
 -68.672    6.423  208.181    6.328
  75.579    5.027  215.017    4.957
 -56.368    6.144  208.119    6.032
  -2.746    5.103  205.371    5.052
 -19.783    5.768  218.819    5.734
  84.918    5.864  207.084    5.724
  84.684    8.083  219.329    7.795
  90.677    5.681  202.125    5.583
  55.693    7.911  205.760    7.815
  82.889    6.555  205.456    6.553
  57.359    9.007  211.785    9.031
 -69.794    6.837  227.528    6.608
  29.033    5.036  204.846    4.986
 -78.512    7.029  219.095    7.166
  52.524    5.444  218.801    5.379
 -93.333    7.207  211.584    7.208
  75.139    5.166  211.585    5.241
 -67.610    6.471  210.366    6.592
  30.147    5.536  208.169    5.527
