# v        v_err    sigma    sigma_err
 -18.947    9.057  227.033    9.042
  94.164    6.694  196.092    6.595
 -74.954    9.086  225.095    8.961
 -75.860    9.055  211.286    8.804
  48.589    7.583  200.681    7.392
 -11.943    7.192  188.551    7.329
  77.448    8.260  226.662    8.028
 -85.878    7.791  180.014    7.962
  83.358    8.932  216.408    8.547
  89.571    8.738  196.979    8.588
  36.928    7.395  205.221    7.358
  74.522    7.504  233.537    7.198
  73.523    8.777  201.987    8.756
  95.066    9.699  226.517    9.602
  67.272    5.685  190.137    5.812
 -43.493   11.193  244.160   10.746
  68.973    3.129  201.357    3.093
  85.972    9.863  239.737    9.349
  80.369    4.765  202.800    4.752
  79.027    7.878  223.079    7.749
  48.976    6.299  192.170    6.254
  32.117    7.929  243.017    7.564
 -51.825    7.433  185.064    7.579
  82.448    8.717  218.448    8.606
 -13.413    8.038  204.601    7.980
  65.405    7.942  212.732    7.807
 -61.895    8.686  223.312    8.501
 -19.917    8.125  220.109    7.751
  19.148    8.019  223.676    7.840
   1.110    8.907  221.812    8.843
 -54.511    7.825  198.483    7.818
  15.119    8.008  229.157    7.758
  16.798    7.297  208.682    7.287
  84.200    9.043  224.091    8.413
  86.614    9.059  218.258    8.922
 -20.822    6.148  226.684    6.263
-112.081   14.176  270.658   13.192
 -45.635    9.208  235.607    8.635
  86.522    7.661  224.124    7.330
   3.262    7.041  193.134    6.962
  27.896    7.732  214.988    7.611
 -66.070    9.473  221.791    9.381
 -36.693    7.800  213.976    7.844
   2.386    7.582  214.665    7.585
  79.183    6.906  185.350    6.865
 -39.684   10.153  223.118   10.032
   3.230    7.599  219.576    7.544
  82.962   10.238  238.832    9.863
 -64.307   10.167  222.757    9.983
  94.965    5.872  189.699    5.981
  52.483    8.921  241.990    8.378
 -86.248    8.253  208.425    8.208
  54.789    7.355  202.377    7.386
 -38.067    7.656  206.833    7.820
 -16.761    7.844  203.023    7.841
 -67.220   10.226  218.669   10.032
  72.809    6.634  205.149    6.592
  98.587    8.688  219.932    8.634
-123.310   12.757  244.349   11.874
 -89.681    7.435  182.008    7.436
 -61.536    8.833  188.516    8.888
  41.646    7.608  211.340    7.518
  64.604    8.004  225.312    7.644
  66.474    7.967  221.348    7.913
  68.146    3.119  204.365    3.061
  76.671   11.226  238.659   10.562
 -39.390    8.224  221.930    7.894
 -35.895    8.926  227.671    8.402
  19.700    7.686  220.178    7.580
  17.105    6.377  201.720    6.429
 -37.492    7.780  214.974    7.894
  -9.656    8.115  202.635    8.101
-123.684    1.229  179.057    1.250
-111.720   13.508  240.185   12.679
  65.188   10.000  237.183    9.705
  77.542    9.964  210.534    9.753
  69.356    6.065  196.446    6.068
  92.725    6.426  208.590    6.388
  90.761    9.091  232.941    8.612
  88.733    6.779  218.810    6.509
  77.645    8.783  213.171    8.623
  75.378    8.719  231.790    8.508
 -81.562    9.236  221.060    9.064
 -84.784    4.427  200.830    4.376
-100.519    3.502  219.482    3.374
 -83.606    8.643  211.545    8.277
 -82.708    7.325  214.198    7.133
 -59.027   10.841  251.840   10.240
 -88.723    9.609  208.507    9.438
 -33.329   11.235  246.624   10.700
 -75.137    9.728  222.560    9.509
-101.895   10.314  224.809   10.356
 -91.003   10.345  218.939   10.227
-117.951    1.128  184.273    1.152
-101.658    9.404  211.361    9.373
-112.485    1.431  186.720    1.438
 -46.525    8.468  216.265    8.303
-104.741    8.261  194.800    8.320
 -30.347    8.060  199.187    8.304
  20.354    7.354  220.364    7.121
  35.819    7.455  220.371    7.022
 -79.339    8.679  197.906    8.692
 -57.307    6.152  191.171    6.213
  72.653    7.561  202.774    7.479
 -51.705    9.063  224.497    8.994
 -97.458    8.990  200.579    8.944
  -7.284    7.889  203.005    7.902
  49.522    7.597  212.164    7.539
  15.456    7.249  206.288    7.134
 -41.838    9.340  211.983    9.180
 -96.769    9.831  218.360    9.817
  86.023    9.450  215.229    9.356
  25.022    7.302  208.298    7.047
  82.093    7.881  222.372    7.434
  82.290    8.149  239.123    7.435
  66.907    8.760  229.420    8.416
  79.081    7.993  223.222    7.555
  35.841    7.392  209.130    7.355
  43.929    7.877  226.855    7.706
   2.599    6.647  207.849    6.583
  87.772    9.264  239.356    8.847
  75.020    7.748  207.576    7.537
 -37.481    8.190  205.535    8.212
 -82.237    8.245  187.075    8.294
  80.587    8.122  214.972    7.950
  69.678    8.874  215.964    8.626
  69.470    8.362  207.529    8.331
  62.097    7.850  210.815    7.588
  70.695    4.948  209.137    4.865
  67.594    8.095  215.810    8.138
  92.340   10.379  241.710   10.037
  73.130    3.803  208.322    3.784
  -4.475    7.777  210.321    7.667
 -55.965    6.580  228.761    6.220
 -13.672    8.115  206.363    8.348
 -25.994    7.686  192.630    7.727
  96.040    7.560  209.134    7.377
  29.578    7.896  216.516    7.629
  73.862    8.149  200.748    8.042
  -3.927    7.631  205.160    7.541
 -24.751    7.608  199.484    7.618
 -16.434    8.079  203.049    8.137
-103.130    7.619  244.260    7.155
 -91.313    9.071  213.363    8.942
  75.405   10.177  235.999    9.880
  48.982    7.933  235.542    7.525
  64.953    1.075  167.638    1.097
  90.159    8.462  214.809    8.380
  85.028    7.530  213.064    7.363
 -36.695    7.631  201.037    7.950
  58.861    6.111  210.200    6.001
  -7.061    7.132  185.790    7.339
 -53.268    9.141  207.809    8.957
  86.457    8.987  236.062    8.465
  89.247    7.643  203.795    7.567
 -28.820    6.870  225.305    6.882
  64.735    8.559  224.951    8.355
  70.126    7.824  211.589    7.749
  98.086   10.671  219.476   10.447
 -91.570    9.777  212.105    9.674
 -59.432   11.570  262.861   11.138
 -67.089    6.568  209.188    6.547
 -22.485    8.221  214.763    8.165
  41.359    7.172  196.071    7.172
  91.504    8.957  206.868    8.863
  99.302    8.333  194.021    8.359
  13.579    7.088  212.871    6.949
 -32.720    9.817  230.504    9.588
  -5.834    6.976  182.676    7.253
 -76.443    8.827  212.501    8.667
 -91.950    7.883  187.444    7.906
  42.148    7.536  216.239    7.320
  36.852    7.146  215.039    7.040
  85.968    9.763  225.999    9.482
   9.700    7.476  213.131    7.433
  86.941    8.422  218.938    8.168
  63.014    8.551  212.660    8.442
  31.504    7.824  223.592    7.744
  86.700    8.795  204.933    8.558
  15.514    7.500  205.123    7.436
  73.119    9.150  220.070    8.905
  40.995    7.930  229.137    7.554
 -27.443    8.061  198.970    7.956
 -21.902    6.841  184.121    7.141
  -2.403    8.756  218.083    8.544
  84.665   10.856  242.590   10.450
  73.181    8.078  226.462    7.167
  60.371    7.742  207.299    7.684
  29.462    7.168  218.075    7.068
  91.314    7.774  209.764    7.594
  80.376    7.434  204.642    7.164
  78.032    8.767  214.756    8.643
-122.808   14.506  266.432   12.948
  36.069    8.021  224.476    7.830
 -83.766    9.087  203.251    9.024
  69.979    4.718  187.584    4.786
 102.892   10.141  233.808    9.773
  67.279    7.776  204.933    7.569
  97.789   10.426  232.300    9.801
  75.525    7.972  211.804    7.902
 -34.430    8.344  219.834    8.243
 -17.674    8.312  212.094    8.356
 -56.487    9.506  211.430    9.382
  46.389    7.758  224.330    7.345
 -30.085    9.090  221.220    9.081
  -1.665    7.535  212.389    7.670
 -26.084   10.649  235.177   10.349
   4.188    7.411  211.412    7.203
 -68.090    9.389  228.078    9.282
  86.661    9.428  216.286    9.276
  92.816    6.747  216.293    6.527
  58.203    7.861  213.677    7.733
 -57.855    6.705  212.386    6.692
 -54.716    9.336  202.644    9.433
  50.412    7.510  221.750    7.321
  44.335    8.199  217.794    8.018
-154.708   17.416  300.000   -0.000
 -80.847    8.986  208.371    8.818
  80.877    9.138  229.609    8.691
  52.601    7.756  211.129    7.575
  69.903    5.306  218.142    5.177
 -35.955    7.487  186.480    7.720
  -4.383    8.839  220.156    8.738
-114.625    1.072  188.932    1.076
 -59.834    8.243  187.530    8.205
  77.047    8.291  207.347    8.398
  13.912    7.217  213.106    7.153
  75.729    9.429  227.561    8.988
 -54.692    9.549  213.226    9.491
  25.333    7.232  196.674    7.241
  63.147    1.449  179.425    1.458
 -53.034    8.085  201.875    8.054
  15.138    6.581  194.386    6.590
-140.818   15.917  300.000   -0.000
 -95.663    9.037  204.000    8.990
 -77.127    8.604  208.452    8.584
  71.924    6.121  212.508    6.041
  84.933    4.714  205.245    4.611
  69.534    8.243  222.045    7.798
  86.061    9.720  223.566    9.575
  58.553    3.049  206.667    2.995
  89.508    9.298  224.123    9.187
  89.654   10.528  232.693   10.223
  52.497    1.009  172.279    1.040
  88.210    8.792  215.030    8.570
  75.944    6.694  207.511    6.580
  79.592    9.678  231.803    9.168
  75.864    4.138  214.284    4.037
  97.082    4.774  197.094    4.815
  64.248    3.543  205.637    3.490
  62.461    6.121  207.169    6.071
-101.838    4.449  205.996    4.380
-104.798    2.018  198.928    2.024
-115.615    0.990  191.107    0.973
  76.373    8.045  206.484    8.000
  77.789    6.790  198.424    6.724
 -91.562    8.151  221.269    8.106
  80.742    7.384  205.483    7.185
  76.354    8.070  229.025    7.732
  32.914    7.127  212.988    6.797
  80.167    9.140  227.283    8.695
  74.018    7.576  206.033    7.532
  72.714    8.770  240.758    8.279
  70.242    9.897  222.676    9.922
  71.910    9.805  247.019    8.717
  68.394   10.799  259.941    9.856
  69.828    8.324  230.263    8.069
  38.209    7.811  208.916    7.679
  75.854    8.382  229.942    8.075
 -38.427    8.830  225.455    8.800
  14.513    7.352  225.039    7.253
 -62.756   10.529  204.235   10.526
 -13.095    7.621  183.816    7.801
  22.516    7.983  221.790    7.695
  79.563    4.592  206.391    4.565
 -16.434    5.502  194.157    5.581
  -9.651    8.766  212.124    8.624
 -74.071    9.154  193.153    9.106
  36.898    7.713  220.399    7.568
  70.598    7.997  207.086    7.855
  78.903    7.832  214.129    7.559
 -10.865    8.502  225.967    8.249
 -28.911    6.789  185.989    6.973
 -42.209    7.778  187.722    8.004
 -28.444    8.189  199.693    8.196
 -92.903    8.988  209.672    8.789
  -1.451    8.622  219.133    8.592
 -86.257   10.500  226.333    9.988
   9.936    7.506  208.428    7.429
-100.438    2.255  194.889    2.264
  51.018    9.312  236.670    8.945
 -50.244    6.844  209.748    6.886
  75.526    8.220  204.528    8.131
 -36.383    7.891  207.538    7.969
 -12.417    6.017  195.354    6.099
-124.028    1.139  180.321    1.150
  91.773    8.285  201.061    8.234
  89.742    9.656  216.879    9.458
  31.931    7.891  224.356    7.407
  75.182    9.235  210.760    9.048
  73.789    8.626  206.919    8.263
  91.217    7.665  214.995    7.479
  77.373    5.827  202.085    5.867
  85.065    9.855  249.241    8.964
 -84.234    9.323  210.297    9.125
  67.858    7.279  205.991    6.993
  52.032    7.811  232.984    7.378
  74.380    8.484  240.129    8.043
  -8.288    7.769  205.438    7.848
  -5.625    8.453  211.063    8.430
 -69.279    9.718  203.412    9.729
 -77.433    9.423  211.749    9.213
 -99.590    3.241  210.128    3.191
 -47.546   10.554  246.436   10.145
   3.944    7.686  217.817    7.404
  -1.901    7.396  207.920    7.255
  57.058    8.221  221.208    7.993
  64.494    8.161  217.285    8.012
 -66.851    8.933  199.518    8.715
 -61.409    9.317  219.959    9.317
  -6.102    8.165  205.257    8.188
 -50.852    7.847  204.704    7.699
 -94.291    9.082  193.112    9.246
  -6.908    8.115  191.292    8.379
  30.050    7.672  211.126    7.580
  31.335    8.547  225.212    8.328
 -62.622    6.713  206.691    6.678
  15.991    6.972  208.163    7.077
  82.706   10.860  258.913    9.500
  41.560    7.512  216.905    7.324
  76.016   10.405  238.158   10.055
  82.313    8.050  238.791    7.200
  76.770    7.056  205.061    6.926
  29.610    8.195  222.966    8.079
  71.605    8.348  219.635    8.085
  88.138   10.717  230.356   10.314
  72.702    3.482  199.886    3.465
  90.714    9.425  240.367    8.548
  67.184    1.181  174.862    1.214
 -58.066    7.663  191.531    7.563
  28.775    7.111  208.487    7.113
 -63.074    7.277  234.611    7.104
-101.659    3.934  211.480    3.903
  50.763    7.314  218.009    7.021
  90.724    7.536  207.986    7.387
 -41.421    8.516  219.951    8.576
   6.565    8.838  225.565    8.592
 -68.081    9.723  219.426    9.643
  58.636    7.737  207.144    7.659
 -93.795    8.923  214.096    8.765
  20.606    7.760  223.380    7.526
  68.735    9.270  233.194    9.024
  94.161    9.026  211.083    8.913
  66.210    4.445  198.410    4.392
 -39.101    8.575  215.186    8.558
   4.096    7.434  212.659    7.298
 101.420    9.276  218.695    8.982
-127.858   14.960  283.687   14.089
 -27.257    8.680  212.807    8.589
  20.167    7.440  217.021    7.245
  74.274    7.289  201.982    7.101
 -88.236    9.470  212.622    9.133
 -43.567    9.062  208.762    8.935
-116.813    7.131  252.510    6.677
 -61.526    9.102  225.576    9.009
 -30.704    8.122  195.319    8.369
 -43.150   10.750  233.527   10.611
   3.421    7.476  202.133    7.441
  74.914    3.788  216.000    3.689
  77.388    9.037  217.102    8.756
  90.686    8.580  211.672    8.466
  69.463    1.777  182.495    1.780
  59.554    7.153  215.673    6.946
  82.925    8.877  233.389    8.599
  56.188    9.029  220.321    8.961
  53.842    7.511  207.370    7.444
  92.152    8.514  224.424    8.302
  79.288    4.718  185.561    4.819
  95.345    9.939  233.018    9.504
  61.014    2.535  189.667    2.544
  53.211    8.381  230.167    8.114
  94.222    5.413  210.318    5.274
  45.895    7.912  218.561    7.721
  54.596    6.930  218.150    6.930
 103.055   10.260  244.897    9.401
 -13.425    6.754  220.077    6.854
 -92.832    8.786  192.730    8.710
  70.339    7.575  210.156    7.281
-105.232    2.785  201.689    2.828
 -26.303    7.935  199.862    8.286
   7.446    8.011  208.709    7.908
  65.966    7.102  201.724    7.138
  78.315    9.306  227.776    9.006
 -47.686    8.771  195.495    8.974
  28.744    8.101  240.383    7.585
 -61.112    9.744  238.091    9.204
 -26.075    8.858  227.230    8.879
 -23.658    7.771  200.492    7.914
   5.043    7.070  192.689    7.123
 -49.837    8.642  219.075    8.619
 -42.642    9.289  205.996    9.356
   2.207    7.609  216.298    7.422
   6.190    7.788  226.842    7.633
 -80.309   10.315  228.710    9.608
-124.813    1.184  174.705    1.194
 -70.314    9.437  226.891    9.296
 -79.175    3.190  203.616    3.188
 -38.436    8.640  211.204    8.619
 -17.440    7.367  188.538    7.698
 -82.956    4.612  226.028    4.492
 -66.453    9.615  208.058    9.614
   4.475    7.937  210.040    7.924
 -63.798    8.564  196.647    8.647
 -93.424    7.333  208.311    7.301
  26.650    7.209  197.498    7.146
 -34.428    8.582  220.285    8.718
 -54.796   10.414  233.463   10.095
-121.859    1.089  182.517    1.108
 -79.417   10.254  210.526   10.318
 -51.248   10.307  223.918   10.210
   8.286    7.796  216.499    7.739
   0.518    5.763  190.070    5.935
  58.833    7.356  201.159    7.277
  57.001    9.887  237.108    9.765
  50.679    7.283  207.768    7.256
 -77.924    9.514  208.988    9.538
 -79.529    9.827  216.663    9.653
 -48.546    9.295  223.607    9.038
 -37.190    9.687  232.992    9.329
  48.063    7.800  227.692    7.650
  75.716    7.315  205.625    7.219
  78.762    7.158  207.091    6.956
  81.956    7.033  191.389    7.034
 -20.683    7.931  198.593    8.073
  55.833    7.712  217.620    7.469
  88.466    7.506  204.507    7.393
  80.512    9.260  208.033    9.117
  68.496    8.356  211.044    8.108
  60.489    7.620  209.518    7.501
  27.267    7.106  196.212    7.140
   2.294    8.320  204.552    8.331
  87.857    8.874  217.707    8.896
   3.106    7.248  211.812    7.125
 -88.777    6.687  192.799    6.812
  79.005    8.217  217.963    7.998
 -74.171    9.321  201.264    9.441
  28.018    7.166  210.561    7.085
 -41.035   10.074  219.070    9.920
  79.400    6.845  183.698    6.969
 -29.790    8.508  200.346    8.491
  74.605    8.587  208.914    8.512
  96.883    6.525  200.466    6.632
  71.308    8.105  222.647    7.792
 -52.975    6.624  215.241    6.660
  68.763    8.907  227.051    8.557
  81.683    9.583  226.542    9.226
  65.291    7.326  195.234    7.363
 -56.458    7.114  212.641    7.066
  76.665    9.834  247.013    8.861
  81.814    9.939  221.962    9.808
  74.208    7.977  215.284    7.739
 -40.958    8.472  204.595    8.530
 -50.019    8.989  222.505    8.651
  11.029    7.267  207.968    7.278
  34.386    7.315  206.482    7.260
  64.176    7.776  219.800    7.497
 -15.990    8.264  221.587    8.184
  90.082    8.324  212.308    8.031
  84.107    4.236  201.454    4.165
  75.022    8.126  229.631    7.828
  51.062    7.879  209.265    7.757
  29.690    6.941  195.173    6.937
  46.981    9.307  235.356    9.079
  12.722    8.030  219.368    7.965
   4.090    7.215  211.598    7.324
  65.162    7.333  197.781    7.290
 -34.180    9.946  223.908    9.686
  85.705    9.190  215.519    8.928
 -62.397   10.607  230.175   10.311
 -97.436    1.646  195.520    1.651
  19.325    8.160  221.080    8.125
 -68.470    9.765  216.399    9.550
 -20.281    5.889  201.186    6.063
 -75.109    9.185  198.713    9.155
  -9.371    8.087  217.525    8.010
 -40.392    8.901  204.283    8.960
  93.762    7.659  234.651    7.465
 -99.082    9.223  207.619    9.149
 -34.039   10.733  240.081   10.298
 -30.288    9.471  234.962    9.451
  82.449    8.443  232.965    8.195
 -11.789    9.153  223.799    8.977
  63.670    8.120  210.672    8.006
  17.122    8.677  259.225    8.117
  36.677    8.276  222.163    8.000
  16.185    8.426  234.448    8.176
   3.604    8.804  227.861    8.497
  79.940    8.165  209.635    7.884
  70.345    1.057  173.818    1.075
 -19.130    8.152  210.775    8.062
  -9.103    8.262  195.808    8.207
  38.886    9.941  241.716    9.579
-103.605    2.363  198.689    2.386
  59.290    9.091  233.806    8.793
 -69.345    6.678  213.132    6.637
  62.627    8.199  219.836    8.114
  82.142    9.099  224.272    8.488
  68.788    3.997  217.998    3.889
  99.661    7.900  193.137    7.877
  84.014    9.020  217.259    9.057
   0.111    9.348  234.316    9.148
 -77.221    9.882  221.910    9.573
 -41.978    7.081  216.346    7.027
  48.062    7.873  226.921    7.535
 -44.878    9.243  216.044    9.115
 -69.795    9.175  201.363    9.261
 -64.561    4.973  224.602    4.909
 -59.490    9.755  238.739    9.386
  12.050    7.239  206.636    7.202
 -26.322    8.286  201.233    8.306
  30.989    7.959  219.795    7.814
  86.341    9.902  207.605    9.810
 100.003    8.796  224.750    8.456
 -45.895    9.429  229.927    9.010
  -2.981    7.356  189.063    7.361
  70.330    7.524  212.197    7.513
  12.766    9.013  241.381    8.620
 103.377    9.632  230.183    9.501
 -32.905    9.449  207.842    9.253
  59.368    7.126  202.231    7.168
  18.875    7.857  214.456    7.742
  55.330    8.214  215.689    8.232
  22.364    7.216  191.997    7.268
 -39.731    7.893  193.353    8.014
  -4.488    6.163  209.778    6.096
-104.922    1.962  193.955    1.957
 -92.763    9.244  209.628    9.216
  74.691    6.376  203.652    6.401
 -46.364    9.267  223.969    9.119
 -57.903    9.277  187.628    9.463
  15.655    7.853  215.465    7.885
  87.534    8.699  224.477    8.440
  89.516    9.667  222.529    9.346
  54.586    7.980  215.473    7.869
   7.005    8.373  225.275    8.186
  68.891    1.430  179.129    1.451
 -27.280    8.457  201.093    8.672
   0.053    7.886  205.427    7.826
  84.203    9.731  224.884    9.290
  97.045    6.798  229.367    6.637
 -34.712    7.334  225.599    7.227
  44.551    7.151  199.351    7.243
 -80.304   10.655  238.527   10.279
  -0.076    7.453  199.990    7.357
  61.252    8.529  227.534    8.390
-111.817    1.520  187.948    1.517
 -84.813   10.065  219.078    9.906
 -39.352   10.763  248.537    9.767
  69.920    8.625  234.799    7.805
  80.345    7.957  209.972    7.974
   6.488    7.593  211.739    7.657
  48.259    7.905  228.032    7.551
 -47.408    5.484  232.391    5.408
  94.513    9.266  220.462    8.877
  32.762    7.770  209.866    7.687
  66.272    6.735  195.624    6.846
  88.513    5.743  201.668    5.727
  67.938    1.941  188.417    1.968
-121.910    1.025  178.876    1.033
 -75.933    6.972  214.620    6.921
  60.790    1.351  174.188    1.389
  88.274    8.899  213.300    8.960
  98.474    6.450  211.911    6.267
  72.162   10.491  238.923    9.704
 -74.452   10.658  227.369   10.007
 -71.741    9.936  207.182    9.997
  69.351    8.335  213.767    8.218
  81.977    8.899  232.090    8.446
  68.005    8.408  221.905    8.236
 -22.349    8.541  209.123    8.468
  81.190    8.260  219.718    7.982
  70.645    8.017  205.503    7.751
  60.612    8.516  220.541    8.157
  79.184    9.449  221.813    9.239
  72.923    8.274  216.197    7.959
  64.959    5.759  224.810    5.609
  72.982    5.924  206.890    5.728
  77.309    8.483  221.833    8.273
  79.016    8.868  201.986    8.761
  -2.061    7.319  192.011    7.321
  72.889    7.850  205.469    7.788
  69.131    3.671  203.636    3.623
  46.097    8.658  221.314    8.585
  76.619    8.904  235.268    8.309
 -48.227    9.096  211.345    9.085
 -69.342   10.956  220.874   10.908
 -21.339    8.376  215.395    8.442
 -52.076   10.263  220.043   10.240
  27.315    7.876  214.298    7.760
 -25.860    8.762  208.180    8.789
   2.455    9.344  222.265    9.356
  72.880    8.517  209.815    8.366
  24.611    7.717  216.375    7.571
  60.748    8.261  241.961    7.453
 -56.053    9.230  219.866    8.646
  82.080    8.002  203.872    7.848
 -69.981    9.829  218.908    9.406
 -46.002   10.447  244.161    9.750
 -18.861    8.102  203.684    8.329
  14.780    7.600  213.719    7.540
  -2.130    7.672  191.773    7.755
  70.755    8.976  216.220    8.552
  18.053    7.530  197.019    7.527
  76.665    8.075  183.923    8.142
  76.810    7.636  216.685    7.395
 -83.343    6.746  198.487    6.929
  15.587    7.073  197.298    7.163
  28.061    7.516  216.374    7.498
  23.376   10.374  269.557    9.452
 -17.235    7.018  218.914    6.993
 -23.653    7.315  185.490    7.495
  -1.014    7.882  193.174    7.898
  27.507    8.326  221.700    8.110
  68.579    8.420  220.538    8.213
  39.329    8.424  222.793    8.270
 -53.670    8.636  204.350    8.578
  74.267    9.507  221.523    9.166
  82.086    8.067  215.964    7.748
  19.779    7.758  234.481    7.441
 -65.123   10.088  209.334   10.117
  15.673    8.047  226.789    7.851
  -9.926    9.242  226.966    9.261
  76.429    8.234  227.359    7.801
  38.975    7.639  201.683    7.623
 -81.401    6.282  193.838    6.484
  73.475    8.666  220.863    8.528
  70.382    9.035  227.518    8.710
 -75.884   10.457  240.567    9.523
  77.649    6.112  200.067    6.007
  88.987   10.016  221.287    9.891
  82.641   10.008  236.223    9.208
  42.032    9.011  225.631    8.770
 -57.624    9.753  223.114    9.691
  77.537    8.745  218.735    8.485
 112.938    9.160  209.890    9.239
  18.726    6.383  178.912    6.457
  15.463    8.769  214.807    8.582
 -27.872    7.849  190.355    7.954
 -10.018    5.746  199.501    5.792
  82.567    7.689  213.601    7.336
 -66.448    6.810  213.090    6.767
  78.792   10.449  231.194   10.107
  49.400    7.270  209.157    6.923
 -54.239   10.816  224.275   10.654
  24.124    7.752  210.577    7.632
 -67.717    8.935  216.776    8.918
  37.026    7.420  191.793    7.439
  12.210    7.402  199.885    7.389
 -43.586    9.747  230.042    9.044
 -89.358    9.899  213.352    9.859
  37.210    7.605  200.655    7.671
  82.228    8.383  224.540    7.881
 -58.771    6.545  205.130    6.518
 -77.645    9.103  203.206    9.211
 -53.487    8.755  194.375    8.923
 -37.989    8.939  221.685    8.690
  13.336    7.510  193.415    7.528
  15.266    8.096  211.861    7.967
  68.275    7.800  213.608    7.740
  51.467    7.830  218.137    7.773
  79.690    7.145  220.001    6.869
 -51.367    8.200  234.297    8.021
  53.541    8.055  222.190    7.742
 -40.647    8.819  212.740    8.708
 -95.046    9.870  209.384   10.033
   1.915    7.403  199.317    7.388
  87.382    8.436  218.288    7.926
  26.215    8.459  223.147    8.297
  76.129    1.047  166.253    1.075
 -37.071    9.592  217.747    9.597
  74.219    3.211  200.759    3.187
 -24.485    8.824  222.062    8.953
  67.586    3.481  211.376    3.381
  82.039    7.851  205.263    7.638
  56.743    7.791  220.177    7.715
 -19.819    9.838  231.465    9.667
   8.572    8.145  237.892    8.124
  76.293    4.772  212.822    4.716
  97.437    9.940  220.843    9.581
 -29.172    8.505  207.491    8.648
   7.685    8.560  217.289    8.512
 -40.993    8.211  201.008    8.245
 -19.778    6.206  207.749    6.128
 -74.236    6.909  208.641    6.946
  54.228    7.710  204.376    7.655
 105.270   11.340  254.510   10.757
 -66.924   10.732  237.472    9.979
  60.637    9.144  228.600    9.173
  93.314    9.993  229.615    9.584
 -28.918    8.731  219.235    8.728
  -2.063    8.736  206.347    8.762
  50.523    7.604  225.655    7.224
  38.887    8.298  220.157    8.154
 -65.034    9.564  198.597    9.405
  81.377    8.395  208.345    8.103
  68.402    8.493  233.023    8.097
  69.998    1.520  181.325    1.548
  84.032    6.255  204.470    6.175
  60.397    7.243  200.549    7.354
  81.230    7.022  213.067    6.906
  40.317    1.070  183.529    1.065
  79.460    2.727  199.526    2.737
  99.388    9.246  202.610    9.317
  74.345    2.198  196.300    2.197
  74.579    2.707  189.441    2.704
  71.084    4.900  222.438    4.785
  70.785    7.629  243.776    7.096
 -94.805    2.973  210.001    2.951
 -86.132    3.278  203.230    3.259
 -86.693    5.156  219.018    5.050
 -62.123   10.479  244.122    9.503
 -51.991    9.385  207.672    9.480
 -39.788    8.373  193.241    8.390
 -53.582    8.234  193.584    8.285
  -9.945    8.942  215.514    8.810
 -81.633    9.465  213.800    9.472
 -61.546    8.836  204.497    8.881
 -18.536    8.404  201.740    8.487
 -58.712    6.615  213.075    6.635
  36.914    8.906  239.139    8.783
   5.764    8.144  216.091    8.061
 -96.666    6.720  201.831    6.792
 -37.720   10.285  215.789   10.167
  82.355    8.556  208.220    8.416
  95.175    8.236  210.640    8.182
  32.964    8.077  218.248    7.906
  -9.048    9.180  228.056    8.819
  10.120    8.758  227.796    8.751
  66.923    9.863  237.257    9.611
  67.166    9.381  233.176    9.119
 -24.760    8.422  202.331    8.423
  94.426    9.005  223.929    8.653
  78.394   10.028  242.363    9.712
 103.345   10.158  226.451    9.814
  91.487    8.478  212.757    8.374
  81.497   10.415  231.447    9.953
  68.179    8.799  231.532    8.281
  69.107    9.297  233.568    9.110
  66.232    8.611  210.301    8.618
  43.972    8.046  219.588    7.948
  24.165    8.756  231.294    8.607
  85.806    5.190  222.221    5.036
  29.428    6.985  204.348    6.917
  72.605    9.422  240.775    8.926
  75.731    9.062  217.875    8.926
 -78.212    6.136  221.857    5.988
 -85.088    7.393  209.825    7.273
  26.301    7.919  210.513    7.695
  69.748   10.778  239.551   10.564
  49.580    8.570  219.177    8.357
 -25.622    8.946  211.728    8.856
  72.828    8.114  208.357    8.203
  64.619    8.784  227.532    8.088
 -41.661    9.731  222.473    9.780
  52.356    7.849  200.245    7.760
 -41.560    8.524  208.742    8.487
  -7.919    8.252  201.442    8.281
  44.455    8.935  226.205    8.901
  17.782    8.333  216.996    8.331
  13.494    7.861  220.161    7.818
 -77.013    9.232  215.598    9.186
  78.316    8.372  219.686    8.087
  -0.627    7.627  220.263    7.633
  73.954    8.293  203.236    8.233
  76.634    9.211  225.324    8.643
 -48.909    9.660  212.844    9.487
 -55.029    6.715  210.086    6.794
 -56.628    8.683  207.333    8.805
  34.827    7.548  201.942    7.451
-110.730    1.435  186.612    1.443
 -38.375    7.427  179.765    7.690
  90.728    6.765  199.379    6.734
  75.804    8.263  222.258    8.107
  77.540    8.387  204.414    8.398
  83.063    8.708  210.951    8.418
  -7.714    7.107  179.729    7.242
 -59.669    6.706  203.249    6.798
  80.155    9.210  218.295    8.791
  64.826    1.026  176.116    1.030
  73.413    9.262  219.682    9.007
  80.280    9.944  225.173    9.676
  89.994    7.087  229.485    6.655
  63.933    8.826  220.804    8.615
  11.730    7.956  209.872    7.851
  47.972    7.839  215.041    7.774
  81.260    1.451  184.498    1.452
 -59.340    8.507  198.069    8.590
 -29.276    8.536  219.860    8.826
 -19.193    8.375  203.817    8.452
  74.348    7.878  206.118    7.838
  40.040    8.996  225.066    8.795
 -36.804    6.467  213.866    6.454
  27.456    8.336  222.121    7.996
  72.285    2.657  200.822    2.659
  59.961    9.547  217.686    9.407
